Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,POS,NEG,NEU,target
88,1254183366280261639,1254183348437766144,1587855590000.0,2020-04-25 17:59:50,-500,,"Ministro @victorzamora: El virus es altamente contagioso, está escondido en el cuerpo mientras contamina y es agresivo con las poblaciones de mayor edad o personas con alguna enfermedad. Esto continuará siendo así, por eso las personas deben cambiar su comportamiento.  https://t.co/uSdhTife4P",es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,6,17,https://twitter.com/Minsa_Peru/status/1254183366280261639,[],['https://pbs.twimg.com/media/EWfBHvaXsAIHt-F.jpg'],1,https://pbs.twimg.com/media/EWfBHvaXsAIHt-F.jpg,False,78,5,19,,None,,,,,,,[],,,,,0.0032572976779192686,0.859661877155304,0.1370808482170105,NEG
89,1254183357426159618,1254183348437766144,1587855588000.0,2020-04-25 17:59:48,-500,,Ministro @victorzamora: Se incrementó el número de camas de cuidados intensivos de 100 a 700. Al haber reducido el número de casos y al haber aumentado la disponibilidad podemos alojar a la gran mayoría de personas que requieren hospitalización.  https://t.co/way9LMSNIv,es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,6,17,https://twitter.com/Minsa_Peru/status/1254183357426159618,[],['https://pbs.twimg.com/media/EWfBHMyXYAIwX9E.jpg'],1,https://pbs.twimg.com/media/EWfBHMyXYAIwX9E.jpg,False,37,13,3,,None,,,,,,,[],,,,,0.5149316191673279,0.021644113585352898,0.46342429518699646,POS
91,1254060797166333954,1254060797166333954,1587826368000.0,2020-04-25 09:52:48,-500,,"#LaSaludNosUne El ministro @victorzamora y el alcalde de la @munijesusmaria, Jorge Quintana, lanzaron el plan Mercado Seguro. Esta iniciativa promueve la adopción de medidas preventivas en los centros de abastos con el objetivo de disminuir la transmisión de #COVID19.  https://t.co/RSiOxCeCy9",es,"['lasaludnosune', 'covid19']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,6,9,https://twitter.com/Minsa_Peru/status/1254060797166333954,[],"['https://pbs.twimg.com/media/EWdRndjU8AIAF-A.jpg', 'https://pbs.twimg.com/media/EWdRoEoUEAIpc9o.jpg', 'https://pbs.twimg.com/media/EWdRotHVcAcjk56.jpg']",1,https://pbs.twimg.com/media/EWdRndjU8AIAF-A.jpg,False,242,31,36,,None,,,,,,,[],,,,,0.5074729919433594,0.03450578451156616,0.45802122354507446,POS
93,1254045977159372805,1254045977159372805,1587822834000.0,2020-04-25 08:53:54,-500,,"#LaSaludNosUne Hoy, 21 médicos viajan a la región Loreto para apoyar en la atención de pacientes con #COVID19. El ministro @victorzamora llegó hasta las instalaciones de la Aviación del Ejército para agradecer por su trabajo y vocación de servicio en la lucha contra la pandemia.  https://t.co/GnukTpgYaR",es,"['lasaludnosune', 'covid19']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,6,8,https://twitter.com/Minsa_Peru/status/1254045977159372805,[],"['https://pbs.twimg.com/media/EWdEJY6U4AQsAPO.jpg', 'https://pbs.twimg.com/media/EWdEJ_vVcAImKnW.jpg', 'https://pbs.twimg.com/media/EWdEKhZU4AAtmVj.jpg']",1,https://pbs.twimg.com/media/EWdEJY6U4AQsAPO.jpg,False,1350,120,241,,None,,,,,,,[],,,,,0.502763032913208,0.02665611356496811,0.4705808460712433,POS
95,1253865390872186887,1253865376938700800,1587779779000.0,2020-04-24 20:56:19,-500,,"Ministro @victorzamora: En algunos lugares los sistemas de salud empiezan a llegar a sus límites. Sin todo el esfuerzo realizado como sociedad, la situación hubiera sido como las que se presentan en otros países.  https://t.co/Hnd0Lx8nOb",es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,5,20,https://twitter.com/Minsa_Peru/status/1253865390872186887,[],['https://pbs.twimg.com/media/EWaf7LaX0AEBIDF.jpg'],1,https://pbs.twimg.com/media/EWaf7LaX0AEBIDF.jpg,False,40,8,5,,None,,,,,,,[],,,,,0.0030388953164219856,0.838127076625824,0.15883395075798035,NEG
96,1253865383485980672,1253865376938700800,1587779777000.0,2020-04-24 20:56:17,-500,,Ministro @victorzamora: Vivimos una epidemia de características que no se veían en muchos años. Una de gran magnitud fue la del cólera en 1991 cuando se registraron cerca de 300 000 casos. Las dimensiones de la actual epidemia son mayores porque son globales.  https://t.co/LwtijqpuXQ,es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,5,20,https://twitter.com/Minsa_Peru/status/1253865383485980672,[],['https://pbs.twimg.com/media/EWaf60AWsAIculf.jpg'],1,https://pbs.twimg.com/media/EWaf60AWsAIculf.jpg,False,11,4,3,,None,,,,,,,[],,,,,0.004633511882275343,0.8851933479309082,0.11017317324876785,NEG
104,1253690643425243139,1253690643425243139,1587738116000.0,2020-04-24 09:21:56,-500,,¡Seguimos sumando aliados en la lucha contra el #COVID19! Se firma Convenio de Cooperación y Apoyo Interinstitucional entre el @SisolSalud y el Hospital Hipólito Unanue. Esta iniciativa permitirá el uso de bienes del Sisol a favor de ciudadanos diagnosticados con coronavirus.  https://t.co/nxmotMGbJK,es,['covid19'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,5,9,https://twitter.com/Minsa_Peru/status/1253690643425243139,[],"['https://pbs.twimg.com/media/EWYA-8SWAAAgBs5.jpg', 'https://pbs.twimg.com/media/EWYA_eHX0AEX5I7.jpg']",1,https://pbs.twimg.com/media/EWYA-8SWAAAgBs5.jpg,False,266,25,47,,None,,,,,,,[],,,,,0.7139012813568115,0.02886291593313217,0.2572357654571533,POS
107,1253673018603311104,1253673012395675648,1587733914000.0,2020-04-24 08:11:54,-500,,Ministro @victorzamora: Se redujo sustantivamente el golpe de la epidemia gracias a los martillazos que el Gobierno dió. De no haberse dado el cumplimiento de las medidas de restricción social las consecuencias serían mayores.  https://t.co/hhk4cBb3zO,es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,5,8,https://twitter.com/Minsa_Peru/status/1253673018603311104,[],['https://pbs.twimg.com/media/EWXw9uYXkAAAyMm.jpg'],1,https://pbs.twimg.com/media/EWXw9uYXkAAAyMm.jpg,False,50,6,7,,None,,,,,,,[],,,,,0.004642508924007416,0.8189581632614136,0.176399365067482,NEG
111,1266874580272111619,1266874580272111619,1590881411000.0,2020-05-30 18:30:11,-500,,"Reforzamos la infraestructura hospitalaria para brindar mayor cobertura de calidad en los establecimientos de salud, con más capacidad hospitalaria y camas UCI. #NuevaConvivencia.  https://t.co/VyE2U6cSIr",es,['nuevaconvivencia'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,6,18,https://twitter.com/Minsa_Peru/status/1266874580272111619,[],['https://pbs.twimg.com/media/EZTXdCZWkAEwo0a.jpg'],1,https://pbs.twimg.com/media/EZTXdCZWkAEwo0a.jpg,False,113,15,23,,None,,,,,,,[],,,,,0.7277854681015015,0.01133023016154766,0.26088428497314453,POS
124,1266510311651188742,1266510311651188742,1590794563000.0,2020-05-29 18:22:43,-500,,"Larry Lynch, Comandante General del Cuerpo General de @bomberosPE, tiene 64 años y dedica su vida a salvar la de otros. Él fue diagnosticado con #COVID19 y con la atención de nuestros #HéroesDeLaSalud en el Hospital de Ate y el cariño de su familia, ha logrado recuperarse.  https://t.co/vQa1W32rus",es,"['covid19', 'héroesdelasalud']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,5,18,https://twitter.com/Minsa_Peru/status/1266510311651188742,[],"['https://pbs.twimg.com/media/EZOMTQpXgAAfNxY.jpg', 'https://pbs.twimg.com/media/EZOMW6HWAAAZGFL.jpg']",1,https://pbs.twimg.com/media/EZOMTQpXgAAfNxY.jpg,False,413,11,68,,None,,,,,,,[],,,,,0.7070743441581726,0.009885882958769798,0.28303974866867065,POS
131,1277719576592203776,1277719576592203776,1593467060000.0,2020-06-29 16:44:20,-500,,En el Coliseo Lolo Fernández de Cañete se instaló un ambiente de Hospitalización Temporal #COVID19 para recibir a los pacientes afectados por la pandemia. El ministro @victorzamora supervisa el inicio de las atenciones. #LaSaludNosUne.  https://t.co/vGy7lihkY0,es,"['covid19', 'lasaludnosune']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,1,16,https://twitter.com/Minsa_Peru/status/1277719576592203776,[],['https://pbs.twimg.com/media/EbtcAvyXYA43PjJ.jpg'],1,https://pbs.twimg.com/media/EbtcAvyXYA43PjJ.jpg,False,140,5,22,,None,,,,,,,[],,,,,0.5015033483505249,0.015796929597854614,0.4826997220516205,POS
138,1277667038035664897,1277667034847993856,1593454534000.0,2020-06-29 13:15:34,-500,,"Ministro @victorzamora: Cuando me designaron responsable de dirigir la campaña #LaSaludNosUne, la tarea era enorme. Sin embargo, un gran número de voluntades se sumaron al esfuerzo, convirtiendo la propuesta en una campaña nacional.  https://t.co/7DAqEvO2uy",es,['lasaludnosune'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,1,13,https://twitter.com/Minsa_Peru/status/1277667038035664897,[],['https://pbs.twimg.com/media/EbsvNM0XkAAt2nq.jpg'],1,https://pbs.twimg.com/media/EbsvNM0XkAAt2nq.jpg,False,5,2,2,,None,,,,,,,[],,,,,0.5428759455680847,0.012114683166146278,0.44500941038131714,POS
139,1277667034847993856,1277667034847993856,1593454533000.0,2020-06-29 13:15:33,-500,,"Hoy presentamos la canción “En Nuestras Manos”, tema realizado en colaboración con artistas nacionales, para agradecer a nuestros #HéroesDeLaSalud por su invaluable entrega y esfuerzo enfrentando la pandemia del #COVID19.  https://t.co/R4FK78BgG4",es,"['héroesdelasalud', 'covid19']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,1,13,https://twitter.com/Minsa_Peru/status/1277667034847993856,['https://youtu.be/lw_Ar5Z6u8s'],[],0,,False,110,25,33,,None,,,,,,,[],,,,,0.7406854629516602,0.01250473689287901,0.24680979549884796,POS
140,1277636905182642177,1277636905182642177,1593447350000.0,2020-06-29 11:15:50,-500,,"Miles de mujeres y hombres peruanos cumplen una labor esencial para la sociedad al abastecer nuestras mesas con productos sanos, nutritivos y deliciosos. Por su arduo trabajo y amor a su oficio todos son el “Pescador Artesanal del año 2020”. ¡Feliz #DíaDelPescador!  https://t.co/HUgVsPWcYg",es,['díadelpescador'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,1,11,https://twitter.com/Minsa_Peru/status/1277636905182642177,[],['https://pbs.twimg.com/media/EbsT-gkXsAEa1jz.jpg'],1,https://pbs.twimg.com/media/EbsT-gkXsAEa1jz.jpg,False,114,1,20,,None,,,,,,,[],,,,,0.7853760719299316,0.0041468385607004166,0.2104770988225937,POS
141,1277606212033482757,1277606200398544897,1593440032000.0,2020-06-29 09:13:52,-500,,Ministro @victorzamora: Durante estos cien días hemos hecho un trabajo para multiplicar los recursos y estamos por llegar a las 20 000 camas de hospitalización y 2000 camas UCI. Hemos testeado a más de un millón y medio de personas. Hemos hecho un esfuerzo muy importante.,es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,1,9,https://twitter.com/Minsa_Peru/status/1277606212033482757,[],[],0,,False,29,5,4,,None,,,,,,,[],,,,,0.9537504315376282,0.006514115259051323,0.039735425263643265,POS
143,1277606208707403776,1277606200398544897,1593440031000.0,2020-06-29 09:13:51,-500,,Ministro @victorzamora: Ha sido difícil llegar a un acuerdo con las clínicas en el precio de los medicamentos. El gobierno cubre todos los costos de los medicamentos para el tratamiento de #COVID19 en los establecimientos públicos.,es,['covid19'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,1,9,https://twitter.com/Minsa_Peru/status/1277606208707403776,[],[],0,,False,9,2,0,,None,,,,,,,[],,,,,0.0008218280854634941,0.9459080696105957,0.05327007919549942,NEG
147,1277587003681517568,1277587003681517568,1593435452000.0,2020-06-29 07:57:32,-500,,"#PrimeroMiSalud | Las actividades físicas son excelentes para la salud de la mente y el cuerpo. Recuerda que debemos realizarlas respetando siempre la distancia física, usando mascarilla y lavándonos las manos. 🏃‍♀️🧘‍♂️  https://t.co/qnbQd20qHo",es,['primeromisalud'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,1,7,https://twitter.com/Minsa_Peru/status/1277587003681517568,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1277586870994599939/pu/img/DNK6rtYLgrmT-B-b.jpg,False,180,18,67,,None,,,,,,,[],,,,,0.7361549735069275,0.0018697133054956794,0.26197534799575806,POS
152,1288949893474791425,1288949893474791425,1596144576000.0,2020-07-30 16:29:36,-500,,"Para seguir sumando esfuerzos en el combate de la pandemia, capacitamos a 140 nuevos integrantes de los Equipos de Respuesta Rápida de la Red de Salud de Huánuco. De esta manera fortalecemos nuestra capacidad de diagnóstico y tratamiento temprano del #COVID19. #LaSaludNosUne.  https://t.co/TFCiZk88Oa",es,"['covid19', 'lasaludnosune']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,4,16,https://twitter.com/Minsa_Peru/status/1288949893474791425,[],"['https://pbs.twimg.com/media/EeNE_57WsAQDhDT.jpg', 'https://pbs.twimg.com/media/EeNFAPKWAAEgdI3.jpg', 'https://pbs.twimg.com/media/EeNFAq2WAAI-yok.jpg']",1,https://pbs.twimg.com/media/EeNE_57WsAQDhDT.jpg,False,32,1,5,,None,,,,,,,[],,,,,0.644930899143219,0.020505499094724655,0.33456358313560486,POS
165,1288657092061036544,1288657067667075075,1596074767000.0,2020-07-29 21:06:07,-500,,"Ministra Mazzetti: Nuestros equipos técnicos están haciendo el plan nacional de vacunación, una estrategia que nos permita ser lo más eficientes posible. Agradezco a todas las personas que participan en esta cátedra porque sus esfuerzos contribuyen a la lucha contra la pandemia.",es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,3,21,https://twitter.com/Minsa_Peru/status/1288657092061036544,[],[],0,,False,47,1,7,,None,,,,,,,[],,,,,0.8177559971809387,0.0071174041368067265,0.17512664198875427,POS
167,1300206712570470401,1300206712570470401,1598828411000.0,2020-08-30 18:00:11,-500,,"#LaSaludDependeDeTodos | Gracias @Jcgambini por difundir las medidas preventivas ante la #COVID19. Como él, haz un video y comparte tus consejos para cuidarnos.  https://t.co/gRaaTqxoBT",es,"['lasaluddependedetodos', 'covid19']",[],138471254,138471254,Minsa_Peru,Ministerio de Salud,7,18,https://twitter.com/Minsa_Peru/status/1300206712570470401,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1300205144257302533/pu/img/x1L2jfWRJnVa8cQj.jpg,False,49,5,12,,None,,,,,,,[],,,,,0.5419028401374817,0.007241909392178059,0.4508552849292755,POS
170,1300178604618379274,1300178604618379274,1598821710000.0,2020-08-30 16:08:30,-500,,"En el Día del Enfermero Peruano, la ministra Pilar Mazzetti destacó la labor que realizan en la lucha contra la #COVID19. ""Por su valentía y coraje, las enfermeras y enfermeros del Perú son un orgullo para el sistema de salud"", destacó la titular del sector.  https://t.co/uuC5g6AVof",es,['covid19'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,7,16,https://twitter.com/Minsa_Peru/status/1300178604618379274,[],['https://pbs.twimg.com/media/Egso-eFXgAI4s2r.jpg'],1,https://pbs.twimg.com/media/Egso-eFXgAI4s2r.jpg,False,103,9,18,,None,,,,,,,[],,,,,0.85519939661026,0.013463159091770649,0.131337508559227,POS
172,1300131170550599686,1300131170550599686,1598810400000.0,2020-08-30 13:00:00,-500,,Un grupo de amigos peloteros que no mide las consecuencias de sus actos. #NosSeamosCómplices 👆  Infórmate más en  https://t.co/Fw9dj3IJTJ  https://t.co/hIeTpSt0vv,es,['nosseamoscómplices'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,7,13,https://twitter.com/Minsa_Peru/status/1300131170550599686,['https://www.noseamoscomplices.pe/'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1300126981670010882/pu/img/j6dMPY04r5RIS1aO.jpg,False,414,49,191,,None,,,,,,,[],,,,,0.0005319418851286173,0.9953468441963196,0.004121236968785524,NEG
173,1300107190049615872,1300107190049615872,1598804683000.0,2020-08-30 11:24:43,-500,,Una inocente visita a nuestros seres queridos puede tener terribles consecuencias. #NoSeamosCómplices ☝️🤨  Infórmate más en  https://t.co/8J5AsyMP3A  https://t.co/R36ibfxQ3C,es,['noseamoscómplices'],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,7,11,https://twitter.com/Minsa_Peru/status/1300107190049615872,['http://www.noseamoscomplices.pe'],[],1,https://pbs.twimg.com/amplify_video_thumb/1300106926219554819/img/FjMNRmMkZVqXpx-A.jpg,False,604,70,324,,None,,,,,,,[],,,,,0.010070431046187878,0.6568653583526611,0.3330641984939575,NEG
175,1300055672634052608,1300055672634052608,1598792400000.0,2020-08-30 08:00:00,-500,,"En su 64° aniversario, saludamos al Hospital Santa Rosa, por su esfuerzo y dedicación para cuidar la salud de nuestra población.  https://t.co/R8bQnyohat",es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,7,8,https://twitter.com/Minsa_Peru/status/1300055672634052608,[],['https://pbs.twimg.com/media/EgowdVpX0AAkoEP.jpg'],1,https://pbs.twimg.com/media/EgowdVpX0AAkoEP.jpg,False,73,4,8,,None,,,,,,,[],,,,,0.870510458946228,0.015580674633383751,0.11390882730484009,POS
184,1299784072512843776,1299784066615652352,1598727646000.0,2020-08-29 14:00:46,-500,,"""Esta crisis que golpea a todo el mundo es, al mismo tiempo, una oportunidad de cambio para unirnos y aprender a trabajar todos juntos. Vamos a vivir con el virus una temporada larga, sigamos unidos"", sostuvo la titular del sector salud.  https://t.co/LRC6oJ0KS6",es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,6,14,https://twitter.com/Minsa_Peru/status/1299784072512843776,[],['https://pbs.twimg.com/media/EgnCen4XgAA2NT6.jpg'],1,https://pbs.twimg.com/media/EgnCen4XgAA2NT6.jpg,False,15,2,4,,None,,,,,,,[],,,,,0.024479378014802933,0.5203306674957275,0.45518991351127625,NEG
185,1299784068901502976,1299784066615652352,1598727645000.0,2020-08-29 14:00:45,-500,,Ministra Mazzetti: Seguimos activando el primer nivel de atención. No va a ser fácil. Estamos debilitados y es difícil de acceder a estas zonas. Nuestro compromiso es contener la pandemia.  https://t.co/a9JEU6plRZ,es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,6,14,https://twitter.com/Minsa_Peru/status/1299784068901502976,[],['https://pbs.twimg.com/media/EgnCcmPWAAI0-YP.jpg'],1,https://pbs.twimg.com/media/EgnCcmPWAAI0-YP.jpg,False,2,2,1,,None,,,,,,,[],,,,,0.03817118704319,0.5431273579597473,0.4187014698982239,NEG
201,1299371854797385735,1299371827941314560,1598629366000.0,2020-08-28 10:42:46,-500,,"""Tacna tendrá una UCI amplia para ser potencia en el sur. Contarán con una Diresa adaptada a la función, un centro de salud acondicionado y parte de un hospital de la zona covid. Se está consolidando su capacidad de respuesta"", sostuvo la titular del sector salud.  https://t.co/LMkvqAoU31",es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,5,10,https://twitter.com/Minsa_Peru/status/1299371854797385735,[],['https://pbs.twimg.com/media/EghL0L7U4AA2d3x.jpg'],1,https://pbs.twimg.com/media/EghL0L7U4AA2d3x.jpg,False,23,2,4,,None,,,,,,,[],,,,,0.8792874217033386,0.008714207448065281,0.1119983121752739,POS
232,1298639200099721216,1298639200099721216,1598454687000.0,2020-08-26 10:11:27,-500,,"En su 320° aniversario, saludamos al Instituto Nacional de Ciencias Neurológicas, por su esfuerzo y dedicación para cuidar la salud de nuestra población.  https://t.co/0EJ9pEVChk",es,[],[],138471254,138471254,Minsa_Peru,Ministerio de Salud,3,10,https://twitter.com/Minsa_Peru/status/1298639200099721216,[],['https://pbs.twimg.com/media/EgWxdsgWkAEGUBM.jpg'],1,https://pbs.twimg.com/media/EgWxdsgWkAEGUBM.jpg,False,41,3,12,,None,,,,,,,[],,,,,0.7561096549034119,0.021649882197380066,0.22224049270153046,POS
