Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,tweet,tweet_sentence,len_sentence,username,date,nlikes,tweet_word,len_word,POS,NEG,NEU,target,tweet_process
40,40,40,1.2447612110251336e+18,"@MelissaPeschier @Minsa_Peru A esos 33 mil detenidos, el gobierno que no se haga problema. Incineren a todos ellos, en remplazo de los que tienen el covid-19. 😠😡🤬😤"," @MelissaPeschier @Minsa_Peru A esos 33 mil detenidos, el gobierno que no se haga problema.",3,HeaslerC,2020-03-30 17:59:33,1,"['@', 'MelissaPeschier', '@', 'Minsa_Peru', 'A', 'esos', '33', 'mil', 'detenidos', ',', 'el', 'gobierno', 'que', 'no', 'se', 'haga', 'problema', '.']",18,0.0018602641066536,0.9855297803878784,0.0126099083572626,NEG," @MelissaPeschier @Minsa_Peru A esos 33 mil detenidos, el gobierno que no se haga problema."
41,41,41,1.2447612110251336e+18,"@MelissaPeschier @Minsa_Peru A esos 33 mil detenidos, el gobierno que no se haga problema. Incineren a todos ellos, en remplazo de los que tienen el covid-19. 😠😡🤬😤","Incineren a todos ellos, en remplazo de los que tienen el covid-19.",3,HeaslerC,2020-03-30 17:59:33,1,"['Incineren', 'a', 'todos', 'ellos', ',', 'en', 'remplazo', 'de', 'los', 'que', 'tienen', 'el', 'covid-19', '.']",14,0.0018602641066536,0.9855297803878784,0.0126099083572626,NEG,"Incineren a todos ellos, en remplazo de los que tienen el covid-19."
42,42,42,1.244758439437443e+18,[📹Video] DEVASTADOR. El #Coronavirus arrasa USA. El irresponsable manejo de crisis del #COVIDー19 por #DonaldTrump ha ocasionado desgracias como esta.  #URGENTE #Covid_19 #CuarentenaEsSalud #Coronavirustruth #Peru #USA  https://t.co/bpax2xdkGf,[📹Video] DEVASTADOR.,3,chrisbustc,2020-03-30 17:48:33,87,"['[', '📹Video', ']', 'DEVASTADOR', '.']",5,0.0027553981635719,0.9564167857170104,0.0408279150724411,NEG,[📹Video] DEVASTADOR.
43,43,43,1.244758439437443e+18,[📹Video] DEVASTADOR. El #Coronavirus arrasa USA. El irresponsable manejo de crisis del #COVIDー19 por #DonaldTrump ha ocasionado desgracias como esta.  #URGENTE #Covid_19 #CuarentenaEsSalud #Coronavirustruth #Peru #USA  https://t.co/bpax2xdkGf,El #Coronavirus arrasa USA.,3,chrisbustc,2020-03-30 17:48:33,87,"['El', '#', 'Coronavirus', 'arrasa', 'USA', '.']",6,0.0027553981635719,0.9564167857170104,0.0408279150724411,NEG,El #Coronavirus arrasa USA.
44,44,44,1.2447562636926362e+18,Se publicó la Resolución Ministerial que aprueba el Documento Técnico de Prevención y Atención de personas afectadas por #COVID19 en el #Perú. Se estipula lo siguiente: [Hilo]  - El COVID-19 es una enfermedad de notificación obligatoria para todos los establecimientos del país.  https://t.co/Qjrzl0MSlV,Se publicó la Resolución Ministerial que aprueba el Documento Técnico de Prevención y Atención de personas afectadas por #COVID19 en el #Perú.,3,saludconlupa,2020-03-30 17:39:54,5,"['Se', 'publicó', 'la', 'Resolución', 'Ministerial', 'que', 'aprueba', 'el', 'Documento', 'Técnico', 'de', 'Prevención', 'y', 'Atención', 'de', 'personas', 'afectadas', 'por', '#', 'COVID19', 'en', 'el', '#', 'Perú', '.']",25,0.0047455965541303,0.0286208856850862,0.9666334986686708,NEU,Se publicó la Resolución Ministerial que aprueba el Documento Técnico de Prevención y Atención de personas afectadas por #COVID19 en el #Perú.
45,45,45,1.2447562636926362e+18,Se publicó la Resolución Ministerial que aprueba el Documento Técnico de Prevención y Atención de personas afectadas por #COVID19 en el #Perú. Se estipula lo siguiente: [Hilo]  - El COVID-19 es una enfermedad de notificación obligatoria para todos los establecimientos del país.  https://t.co/Qjrzl0MSlV,Se estipula lo siguiente: [Hilo] - El COVID-19 es una enfermedad de notificación obligatoria para todos los establecimientos del país.,3,saludconlupa,2020-03-30 17:39:54,5,"['Se', 'estipula', 'lo', 'siguiente', ':', '[', 'Hilo', ']', '-', 'El', 'COVID-19', 'es', 'una', 'enfermedad', 'de', 'notificación', 'obligatoria', 'para', 'todos', 'los', 'establecimientos', 'del', 'país', '.']",24,0.0047455965541303,0.0286208856850862,0.9666334986686708,NEU,Se estipula lo siguiente: [Hilo] - El COVID-19 es una enfermedad de notificación obligatoria para todos los establecimientos del país.
54,54,54,1.2447538961967675e+18,"El @Minsa_Peru informa que hasta la fecha, el #Covid_19 ha provocado  la muerte de 24 personas... 24 familias que ni siquiera han podido despedirse de sus seres queridos. Por favor #QuedateEnCasa Estamos en el #Dia15 de este #EstadoDeEmergencia. Seamos conscientes.  https://t.co/hFcBwni9G5","El @Minsa_Peru informa que hasta la fecha, el #Covid_19 ha provocado la muerte de 24 personas... 24 familias que ni siquiera han podido despedirse de sus seres queridos.",4,pattyulloque,2020-03-30 17:30:29,30,"['El', '@', 'Minsa_Peru', 'informa', 'que', 'hasta', 'la', 'fecha', ',', 'el', '#', 'Covid_19', 'ha', 'provocado', 'la', 'muerte', 'de', '24', 'personas', '...', '24', 'familias', 'que', 'ni', 'siquiera', 'han', 'podido', 'despedirse', 'de', 'sus', 'seres', 'queridos', '.']",33,0.0006965670036152,0.993126392364502,0.0061769383028149,NEG,"El @Minsa_Peru informa que hasta la fecha, el #Covid_19 ha provocado la muerte de 24 personas... 24 familias que ni siquiera han podido despedirse de sus seres queridos."
55,55,55,1.2447538961967675e+18,"El @Minsa_Peru informa que hasta la fecha, el #Covid_19 ha provocado  la muerte de 24 personas... 24 familias que ni siquiera han podido despedirse de sus seres queridos. Por favor #QuedateEnCasa Estamos en el #Dia15 de este #EstadoDeEmergencia. Seamos conscientes.  https://t.co/hFcBwni9G5",Por favor #QuedateEnCasa Estamos en el #Dia15 de este #EstadoDeEmergencia.,4,pattyulloque,2020-03-30 17:30:29,30,"['Por', 'favor', '#', 'QuedateEnCasa', 'Estamos', 'en', 'el', '#', 'Dia15', 'de', 'este', '#', 'EstadoDeEmergencia', '.']",14,0.0006965670036152,0.993126392364502,0.0061769383028149,NEG,Por favor #QuedateEnCasa Estamos en el #Dia15 de este #EstadoDeEmergencia.
70,70,70,1.2447421599302164e+18,Propongo un tema de tesis para Comunicación Social:  Evolución de los discursos de Martín Vizcarra durante el Estado de Emergencia en el Perú por el Covid-19.,Propongo un tema de tesis para Comunicación Social: Evolución de los discursos de Martín Vizcarra durante el Estado de Emergencia en el Perú por el Covid-19.,1,Steveromal,2020-03-30 16:43:51,6,"['Propongo', 'un', 'tema', 'de', 'tesis', 'para', 'Comunicación', 'Social', ':', 'Evolución', 'de', 'los', 'discursos', 'de', 'Martín', 'Vizcarra', 'durante', 'el', 'Estado', 'de', 'Emergencia', 'en', 'el', 'Perú', 'por', 'el', 'Covid-19', '.']",28,0.0037374950479716,0.0134723931550979,0.9827901124954224,NEU,Propongo un tema de tesis para Comunicación Social: Evolución de los discursos de Martín Vizcarra durante el Estado de Emergencia en el Perú por el Covid-19.
71,71,71,1.2447411354713457e+18,"Abro hilo para decir #LoQueMásLamento del #Covid_19   #loquemáslamento es que no podré viajar al extranjero por un largo tiempo. No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil. Qué lamentas más?  #QuedateEnCasaYa #FelizLunes #ToqueDeQueda",Abro hilo para decir #LoQueMásLamento del #Covid_19 #loquemáslamento es que no podré viajar al extranjero por un largo tiempo.,3,naibafnaibaf,2020-03-30 16:39:47,4,"['Abro', 'hilo', 'para', 'decir', '#', 'LoQueMásLamento', 'del', '#', 'Covid_19', '#', 'loquemáslamento', 'es', 'que', 'no', 'podré', 'viajar', 'al', 'extranjero', 'por', 'un', 'largo', 'tiempo', '.']",23,0.0007018362521193,0.9866449236869812,0.0126533154398202,NEG,Abro hilo para decir #LoQueMásLamento del #Covid_19 #loquemáslamento es que no podré viajar al extranjero por un largo tiempo.
72,72,72,1.2447411354713457e+18,"Abro hilo para decir #LoQueMásLamento del #Covid_19   #loquemáslamento es que no podré viajar al extranjero por un largo tiempo. No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil. Qué lamentas más?  #QuedateEnCasaYa #FelizLunes #ToqueDeQueda","No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil.",3,naibafnaibaf,2020-03-30 16:39:47,4,"['No', 'quiero', 'ir', 'tan', 'lejos', ',', 'hablo', 'del', 'norte', 'de', 'Perú', ',', 'la', 'selva', 'de', 'Bolivia', ',', 'Argentina', 'y', 'Brasil', '.']",21,0.0007018362521193,0.9866449236869812,0.0126533154398202,NEG,"No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil."
73,73,73,1.2447411354713457e+18,"Abro hilo para decir #LoQueMásLamento del #Covid_19   #loquemáslamento es que no podré viajar al extranjero por un largo tiempo. No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil. Qué lamentas más?  #QuedateEnCasaYa #FelizLunes #ToqueDeQueda",Qué lamentas más? #QuedateEnCasaYa #FelizLunes #ToqueDeQueda,3,naibafnaibaf,2020-03-30 16:39:47,4,"['Qué', 'lamentas', 'más', '?', '#', 'QuedateEnCasaYa', '#', 'FelizLunes', '#', 'ToqueDeQueda']",10,0.0007018362521193,0.9866449236869812,0.0126533154398202,NEG,Qué lamentas más? #QuedateEnCasaYa #FelizLunes #ToqueDeQueda
84,84,84,1.255644924545991e+18,"Covid 19 en Plaza ve de Villa el Salvasor,los jefes no quieren informar quien se a contagiado segun indican por protocolo, yo lo llamo irresposabilidad, los empleados son padres y madres y estan trabajando con miedo.@Minsa_Peru @atv_noticias  #Covid_19 @plazavea @MartinVizcarraC","Covid 19 en Plaza ve de Villa el Salvasor,los jefes no quieren informar quien se a contagiado segun indican por protocolo, yo lo llamo irresposabilidad, los empleados son padres y madres y estan trabajando con miedo.",2,LoliNelson,2020-04-29 18:47:33,2,"['Covid', '19', 'en', 'Plaza', 've', 'de', 'Villa', 'el', 'Salvasor', ',', 'los', 'jefes', 'no', 'quieren', 'informar', 'quien', 'se', 'a', 'contagiado', 'segun', 'indican', 'por', 'protocolo', ',', 'yo', 'lo', 'llamo', 'irresposabilidad', ',', 'los', 'empleados', 'son', 'padres', 'y', 'madres', 'y', 'estan', 'trabajando', 'con', 'miedo', '.']",41,0.0004337032441981,0.9889679551124572,0.010598300024867,NEG,"Covid 19 en Plaza ve de Villa el Salvasor,los jefes no quieren informar quien se a contagiado segun indican por protocolo, yo lo llamo irresposabilidad, los empleados son padres y madres y estan trabajando con miedo."
85,85,85,1.255644924545991e+18,"Covid 19 en Plaza ve de Villa el Salvasor,los jefes no quieren informar quien se a contagiado segun indican por protocolo, yo lo llamo irresposabilidad, los empleados son padres y madres y estan trabajando con miedo.@Minsa_Peru @atv_noticias  #Covid_19 @plazavea @MartinVizcarraC", @Minsa_Peru @atv_noticias #Covid_19 @plazavea @MartinVizcarraC,2,LoliNelson,2020-04-29 18:47:33,2,"['@', 'Minsa_Peru', '@', 'atv_noticias', '#', 'Covid_19', '@', 'plazavea', '@', 'MartinVizcarraC']",10,0.0004337032441981,0.9889679551124572,0.010598300024867,NEG, @Minsa_Peru @atv_noticias #Covid_19 @plazavea @MartinVizcarraC
86,86,86,1.2556437794884155e+18,"Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19. 60 camas libres con oxigeno pero no tienen personal. Urge atender esto. @Minsa_Peru @victorzamora","Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19.",3,monvalpa,2020-04-29 18:43:00,10,"['Este', 'es', 'un', 'dramático', 'llamado', 'del', 'Jefe', 'del', 'Cuerpo', 'Médico', 'del', 'Hospital', 'Regional', 'de', 'Lambayeque', ',', 'una', 'de', 'las', 'regiones', 'más', 'golpeada', 'por', 'el', 'Covid-19', '.']",26,0.0004955022595822,0.9919666647911072,0.0075378166511654,NEG,"Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19."
87,87,87,1.2556437794884155e+18,"Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19. 60 camas libres con oxigeno pero no tienen personal. Urge atender esto. @Minsa_Peru @victorzamora",60 camas libres con oxigeno pero no tienen personal.,3,monvalpa,2020-04-29 18:43:00,10,"['60', 'camas', 'libres', 'con', 'oxigeno', 'pero', 'no', 'tienen', 'personal', '.']",10,0.0004955022595822,0.9919666647911072,0.0075378166511654,NEG,60 camas libres con oxigeno pero no tienen personal.
88,88,88,1.2556437794884155e+18,"Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19. 60 camas libres con oxigeno pero no tienen personal. Urge atender esto. @Minsa_Peru @victorzamora",Urge atender esto @Minsa_Peru @victorzamora,3,monvalpa,2020-04-29 18:43:00,10,"['Urge', 'atender', 'esto', '@', 'Minsa_Peru', '@', 'victorzamora']",7,0.0004955022595822,0.9919666647911072,0.0075378166511654,NEG,Urge atender esto @Minsa_Peru @victorzamora
96,96,96,1.2556409066208993e+18,"🔵🔴 #ENVIVO. Ciro Maguiña, vicedecano del Colegio Médico del Perú, nos acompañará a partir de las 6:30 pm en Exitosa, para informarnos sobre los medicamentos que se están usando para enfrentar la covid-19. 📻 #RadioExitosa: 95.5 FM 📺 #ExitosaTV: 6.1 señal digital abierta  https://t.co/JPHUgKX7IC",🔵🔴 #ENVIVO.,3,exitosape,2020-04-29 18:31:35,18,"['🔵🔴', '#', 'ENVIVO', '.']",4,0.0252414885908365,0.0084029510617256,0.966355562210083,NEU,🔵🔴 #ENVIVO.
97,97,97,1.2556409066208993e+18,"🔵🔴 #ENVIVO. Ciro Maguiña, vicedecano del Colegio Médico del Perú, nos acompañará a partir de las 6:30 pm en Exitosa, para informarnos sobre los medicamentos que se están usando para enfrentar la covid-19. 📻 #RadioExitosa: 95.5 FM 📺 #ExitosaTV: 6.1 señal digital abierta  https://t.co/JPHUgKX7IC","Ciro Maguiña, vicedecano del Colegio Médico del Perú, nos acompañará a partir de las 6:30 pm en Exitosa, para informarnos sobre los medicamentos que se están usando para enfrentar la covid-19.",3,exitosape,2020-04-29 18:31:35,18,"['Ciro', 'Maguiña', ',', 'vicedecano', 'del', 'Colegio', 'Médico', 'del', 'Perú', ',', 'nos', 'acompañará', 'a', 'partir', 'de', 'las', '6:30', 'pm', 'en', 'Exitosa', ',', 'para', 'informarnos', 'sobre', 'los', 'medicamentos', 'que', 'se', 'están', 'usando', 'para', 'enfrentar', 'la', 'covid-19', '.']",35,0.0252414885908365,0.0084029510617256,0.966355562210083,NEU,"Ciro Maguiña, vicedecano del Colegio Médico del Perú, nos acompañará a partir de las 6:30 pm en Exitosa, para informarnos sobre los medicamentos que se están usando para enfrentar la covid-19."
102,102,102,1.255639958053929e+18,"@esquinabaja Aclaro q no lo soy aquí estoy para decirle sus verdades a quienes x años  robaron al PERÚ,estoy en casa enseñándoles a mis hijos q existen virus:covid 19,el Apra el fujimorismo, y todo corrupto d Dcha/Izq a quienes debemos combatir por ser enemigos de nuestro Perú.#Noseanfrescos"," @esquinabaja Aclaro q no lo soy aquí estoy para decirle sus verdades a quienes x años robaron al PERÚ,estoy en casa enseñándoles a mis hijos q existen virus:covid 19,el Apra el fujimorismo, y todo corrupto d Dcha/Izq a quienes debemos combatir por ser enemigos de nuestro Perú. #Noseanfrescos",1,JaLa1953,2020-04-29 18:27:49,8,"['@', 'esquinabaja', 'Aclaro', 'q', 'no', 'lo', 'soy', 'aquí', 'estoy', 'para', 'decirle', 'sus', 'verdades', 'a', 'quienes', 'x', 'años', 'robaron', 'al', 'PERÚ', ',', 'estoy', 'en', 'casa', 'enseñándoles', 'a', 'mis', 'hijos', 'q', 'existen', 'virus', ':', 'covid', '19', ',', 'el', 'Apra', 'el', 'fujimorismo', ',', 'y', 'todo', 'corrupto', 'd', 'Dcha/Izq', 'a', 'quienes', 'debemos', 'combatir', 'por', 'ser', 'enemigos', 'de', 'nuestro', 'Perú.', '#', 'Noseanfrescos']",57,0.0017483214614912,0.971062421798706,0.0271893255412578,NEG," @esquinabaja Aclaro q no lo soy aquí estoy para decirle sus verdades a quienes x años robaron al PERÚ,estoy en casa enseñándoles a mis hijos q existen virus:covid 19,el Apra el fujimorismo, y todo corrupto d Dcha/Izq a quienes debemos combatir por ser enemigos de nuestro Perú. #Noseanfrescos"
103,103,103,1.2556380106679583e+18,@Minsa_Peru @victorzamora @CMP_PERU #CoronavirusPeru #Covid_19 #Cuarentena #PerúEstáEnNuestrasManos #YoMeQuedoEnCasatn    #COVID19 #PeruEnTusManos #SARSCoV2 #COVIDtestsPERU #YoMeQuedoEnCasa  Noticia del NIH: Remdesivir ayuda a la recuperación mas rápida del #COVID19 ., @Minsa_Peru @victorzamora @CMP_PERU #CoronavirusPeru #Covid_19 #Cuarentena #PerúEstáEnNuestrasManos #YoMeQuedoEnCasatn #COVID19 #PeruEnTusManos #SARSCoV2 #COVIDtestsPERU #YoMeQuedoEnCasa Noticia del NIH: Remdesivir ayuda a la recuperación mas rápida del #COVID19 .,1,gsalazardesimon,2020-04-29 18:20:05,1,"['@', 'Minsa_Peru', '@', 'victorzamora', '@', 'CMP_PERU', '#', 'CoronavirusPeru', '#', 'Covid_19', '#', 'Cuarentena', '#', 'PerúEstáEnNuestrasManos', '#', 'YoMeQuedoEnCasatn', '#', 'COVID19', '#', 'PeruEnTusManos', '#', 'SARSCoV2', '#', 'COVIDtestsPERU', '#', 'YoMeQuedoEnCasa', 'Noticia', 'del', 'NIH', ':', 'Remdesivir', 'ayuda', 'a', 'la', 'recuperación', 'mas', 'rápida', 'del', '#', 'COVID19', '.']",41,0.0217173621058464,0.0113789122551679,0.9669036865234376,NEU, @Minsa_Peru @victorzamora @CMP_PERU #CoronavirusPeru #Covid_19 #Cuarentena #PerúEstáEnNuestrasManos #YoMeQuedoEnCasatn #COVID19 #PeruEnTusManos #SARSCoV2 #COVIDtestsPERU #YoMeQuedoEnCasa Noticia del NIH: Remdesivir ayuda a la recuperación mas rápida del #COVID19 .
105,105,105,1.25563553287868e+18,"WEBINAR GRATUITA: MEDIDAS LABORALES FRENTE AL COVID-19 EN IBEROAMERICA. COLOMBIA, GUATEMALA Y PERÚ 😷  Moderadora: @MoradJuliana 💻 Invitados: @LatLaboral 📚  Registrate en el siguiente enlace ➡️  https://t.co/SAb832ytZq  https://t.co/zANanNqfKg . @Tirantmexico  https://t.co/S4OqY8nbU9",WEBINAR GRATUITA: MEDIDAS LABORALES FRENTE AL COVID-19 EN IBEROAMERICA.,2,caifanesco1,2020-04-29 18:10:14,3,"['WEBINAR', 'GRATUITA', ':', 'MEDIDAS', 'LABORALES', 'FRENTE', 'AL', 'COVID-19', 'EN', 'IBEROAMERICA', '.']",11,0.0231111757457256,0.0163117535412311,0.9605770707130432,NEU,WEBINAR GRATUITA: MEDIDAS LABORALES FRENTE AL COVID-19 EN IBEROAMERICA.
