,id,tweet,target,target_v,tema_v,target_final
53,1.43603e+18,"Querida Angélica, tu esfuerzo vale un Perú. Te felicitamos y agradecemos por demostrar tu entrega que es un digno ejemplo a seguir. Como Gobierno y en reconocimiento a este importante logro, le entregamos un premio económico y reafirmamos nuestro total apoyo al deporte peruano. https://t.co/EogfTGcSGh",POS,POS,politico,POS
54,1.43395e+18,"Con su voz, lucha y liderazgo, las mujeres han sido parte de la política peruana. Hoy, durante la reunión con las alcaldesas, expreso mi compromiso para que más mujeres ocupen cargos públicos y políticos. Su participación en cualquier escenario siempre engrandecerá al país. https://t.co/JPnPpNllnB",POS,POS,politico,POS
55,1.43347e+18,"Cumpliendo con el encargo y la confianza que el pueblo me ha otorgado, seguimos trabajando para lograr los sueños de las grandes mayorías. Solo en unidad y constante diálogo, con los peruanos y peruanas, avanzaremos hacia un horizonte de prosperidad. #GobiernoDelBicentenario https://t.co/zrCDkqB7Vd",POS,POS,politico,POS
57,1.45447e+18,"Gracias hermano @LuchoXBolivia por este emocionante recibimiento en la histórica ciudad de La Paz. Con este encuentro, amigo mío, afianzamos los milenarios lazos de amistad de nuestros pueblos. Sigamos juntos construyendo un futuro común. ¡Jallalla Bolivia! #GabinetePerúBolivia",POS,POS,politico,POS
58,1.45315e+18,"Como #GobiernoDelPueblo, somos y seremos respetuosos con la libertad de empresa. El gasoducto que llevará el gas al sur del país es nuestra prioridad, así como su masificación en beneficio de todos los peruanos. Ese es nuestro compromiso asumido con el pueblo y lo cumpliremos.",POS,POS,politico,POS
59,1.45266e+18,"Confío que la exposición de la premier @MirtyVas, y la responsabilidad y cordura de las bancadas, nos permitirán implementar la Política General de Gobierno para avanzar en la contención de la pandemia, reactivación económica y hacer realidad los anhelos de nuestro pueblo.",POS,POS,politico,POS
62,1.45059e+18,"Gracias, amada @LiliaParedesN por estas sentidas palabras. La alegría, la fuerza y la paz que siento es únicamente provocado por ti, por nuestros hermosos hijos y por el bendito país que nos vio nacer. Como te dije alguna vez, mi luz del mundo: Nada sin ti, todo a tu lado.",POS,POS,politico,POS
63,1.45017e+18,"Mi agradecimiento a Ricardo Belmont por sumarse al equipo del #GobiernoDelBicentenario. Su experiencia profesional y política estará al servicio del Perú, asumiendo la asesoría del Despacho Presidencial. Lograremos un buen trabajo, pensando siempre en el desarrollo del país. https://t.co/ZGoBNWM11m",POS,POS,politico,POS
70,1.44806e+18,"Las necesidades de las regiones Ucayali, Madre de Dios y Loreto serán atendidas con urgencia. Como #GobiernoDelPueblo, he dispuesto que mis ministros apoyen los proyectos de todas las localidades para sacar adelante al país. Con decisión y voluntad política lo vamos a lograr. https://t.co/MaSsxybiVp",POS,POS,politico,POS
71,1.44654e+18,"Mi reconocimiento y agradecimiento a los integrantes de la @naval_peru, dignos herederos del espíritu heroico de Miguel Grau. Sigamos trabajando unidos con el pueblo para engrandecer al país y lograr aquella bella patria soñada por nuestros héroes. #BicentenarioMGP https://t.co/cZoL6dY38e",POS,POS,politico,POS
73,1.44625e+18,"Hoy recibí las cartas credenciales de los embajadores de Emiratos Árabes Unidos, Hungría, Bélgica, Suecia, Ecuador y la Unión Europea para continuar estrechando los vínculos fraternos de cooperación internacional con estas naciones hermanas. ¡Seguimos adelante! https://t.co/sdujPyQ2eF",POS,POS,politico,POS
74,1.44616e+18,"Hemos tenido hoy una fructífera reunión con el equipo ministerial en el que definimos: 1) el trabajo para el corto plazo, 2) el pedido del voto de confianza del #GabineteVásquez y 3) cómo articular de una mejor manera las acciones del Gobierno. Avanzamos a paso firme. https://t.co/VcBBONKlbO",POS,POS,politico,POS
75,1.44595e+18,"Querida @MirtyVas y los nuevos ministros que se unen al Gabinete Ministerial: Bienvenidos. La nueva etapa en el #GobiernoDelPueblo busca fomentar el diálogo, la gobernabilidad y el trabajo en equipo. Nuestro gran objetivo es luchar por los más vulnerables y vamos a lograrlo.",POS,POS,politico,POS
76,1.44442e+18,"Expreso mis sinceras felicitaciones a la heroica Marina de Guerra del Perú por el profesionalismo demostrado en el Operativo UNITAS LXII, en la bahía Salinas - Huacho. ¡Su entrega, liderazgo y sacrificio hace grande este país! #BicentenarioMGP #200AñosNavegandoParaElPerú https://t.co/fAPmrbbpEO",POS,POS,politico,POS
78,1.45888e+18,"Un gusto conversar con usted, querida Wendy Sherman. Con este diálogo, reafirmamos nuestra fraterna relación bilateral, además de garantizar seguridad jurídica para inversiones sostenibles. Juntos lograremos crecimiento equitativo, inclusivo y sostenible para todos los peruanos.",POS,POS,politico,POS
79,1.45856e+18,"De esta manera, reafirmamos nuestra entrega y unión con el pueblo. Merecemos vivir en bienestar y no descansaremos hasta que cada rincón del Perú sea un espacio de armonía y desarrollo. #LoHacemosPorTi",POS,POS,politico,POS
80,1.45844e+18,"Llegamos a la histórica tierra de Ayacucho para dar cuenta ante el pueblo el balance de los 100 días de gestión, iniciar la masificación del gas y ratificar los objetivos de cambio trazados por nuestro Gobierno. #LoHacemosPorTi https://t.co/kKKvpnYmtZ",POS,POS,politico,POS
81,1.45826e+18,"En nombre de mi Gobierno, ratifico nuestro respeto irrestricto a la institucionalidad de las FF. AA., que son garantes de la integridad territorial, el Estado de derecho y el orden constitucional. Sigamos trabajando unidos por el bien del país. Eso hemos fortalecido hoy. https://t.co/x0jtP6qA3d",POS,POS,politico,POS
82,1.47631e+18,"Con gran emoción, mi Gobierno saluda a las rondas campesinas del Perú por su 45° aniversario. Fueron ustedes, hermanos, quiénes contribuyeron a la gesta histórica de la pacificación del país, siempre decididos a erigir una mejor sociedad desde las bases y sus luchas. Felicidades. https://t.co/DKiGFeHnh8",POS,POS,politico,POS
83,1.47592e+18,"Nosotros damos la cara, no huimos del país, menos nos refugiamos en una embajada; tenemos la conciencia limpia, actuamos conforme a ley y los compromisos asumidos con el pueblo. (2/2)",POS,POS,politico,POS
84,1.47559e+18,"Hoy cambiamos la historia, abriendo paso al retorno exitoso de @petroperu_sa y sus actividades de producción de petróleo y gas en la cuenca de Talara, después de 25 años. Es un hecho de enorme trascendencia para la empresa estatal y para nuestro país. (1/2)",POS,POS,politico,POS
85,1.47271e+18,"¡Felicitaciones por el triunfo, mi querido amigo @gabrielboric! ¡La victoria que has alcanzado es la del pueblo chileno y la compartimos los pueblos latinoamericanos que queremos vivir con libertad, paz, justicia y dignidad! Sigamos bregando por la unidad de nuestras naciones.",POS,POS,politico,POS
86,1.46842e+18,"En nombre de mi Gobierno, agradezco que la votación del @congresoperu antepusiera al Perú sobre otros intereses. Hermanos, demos fin a las crisis políticas y trabajemos juntos para lograr un Perú justo y solidario. El pueblo nos ha confiado sus anhelos. No lo defraudemos.",POS,POS,politico,POS
87,1.46647e+18,"Hemos llegado a las zonas afectadas por el sismo en Amazonas, para que nuestras hermanas y hermanos sientan la presencia del Estado en el momento que más lo necesitan. La reconstrucción de una nación lo hacemos todos, en unidad y trabajo. https://t.co/jW461oRupw",POS,POS,politico,POS
88,1.48647e+18,"Hemos finalizado el encuentro de la XVI #CumbreAlianzaDelPacífico, hoy, en el país hermano de Colombia. Estoy convencido que esta integración latinoamericana representa una prioridad que contribuirá al desarrollo económico y sostenible de nuestros países. https://t.co/PMZ6E8KDHP",POS,POS,politico,POS
89,1.48615e+18,"Este es un reconocimiento al esfuerzo y gestión del #GobiernoDelPueblo. Con el compromiso y fortalecimiento de nuestras políticas públicas, conseguiremos ingresar a la OCDE para formar parte de los países con economías fuertes y dinámicas. ¡Seguiremos apostando por más!",POS,POS,politico,POS
90,1.48364e+18,Hoy Lima cumple 487 años de fundación. Mi grato reconocimiento a esta ciudad republicana que ha sido testigo de importantes sucesos históricos y que ha sabido gestar su propia identidad. Capital de ciudadanos luchadores que salen adelante y construyen su pueblo con esperanza. https://t.co/rB8VCCpfPl,POS,POS,politico,POS
99,1.48907e+18,Saludo al Congreso por aprobar el proyecto de ley del Ejecutivo que permitirá reducir las tarifas eléctricas en beneficio de las familias de escasos recursos económicos. Este trabajo conjunto es una muestra de que podemos lograr consensos y justicia social a favor del pueblo. https://t.co/bwv58vmYii,POS,POS,politico,POS
100,1.5092e+18,Saludo que la Junta General de Accionistas de @petroperu_sa respalde a esta empresa como pilar emblemático y estratégico para el desarrollo del país. La recomposición de su Directorio permitirá fortalecer la capacidad operativa de Petroperú en beneficio de la población.,POS,POS,politico,POS
102,1.50428e+18,"Un día como hoy, hace 130 años, nació nuestro reconocido poeta César Vallejo. A través de su convicción política y compromiso antifascista, hizo que sus versos nos conmovieran por su visión desafiante: construir un verdadero cambio histórico con una profunda sensibilidad humana. https://t.co/myfDaZBWul",POS,POS,politico,POS
103,1.50307e+18,"Agradezco al presidente @alferdez, a través de la @PPT_CELAC, por su apoyo y compromiso con nuestra gestión para que prime la gobernabilidad y el respeto del mandato popular por el que fuimos elegidos hasta el 2026. Nuestra región vive en democracia y así debe mantenerse.",POS,POS,politico,POS
104,1.50201e+18,"Querido @gabrielboric, que esta nueva etapa en Chile consolide los esfuerzos de integración que debe primar entre nuestros pueblos hermanos. La población espera grandes reformas sociales de la mano con inversiones sostenibles. Hagamos realidad el desarrollo de la patria grande. https://t.co/3M68bst1Ro",POS,POS,politico,POS
105,1.50153e+18,"Agradezco al Congreso por otorgar el voto de confianza al Gabinete Ministerial. Demostremos al pueblo que podemos gobernar democráticamente y que por medio de la concertación política, lograremos responder a los grandes desafíos de nuestro país. #MásAcciónMenosDiscusión",POS,POS,politico,POS
106,1.5013e+18,Hagamos que los votos por los que fuimos elegidos valgan la pena y cumplamos con nuestros objetivos por el desarrollo y bienestar de la población. (4/4) #VotoDeConfianza #ConsensosPorNuestroPueblo,POS,POS,politico,POS
107,1.5003e+18,Es muy conmovedor ver a este grupo de familias que se reencuentran en su terruño y que transmitan un mensaje tan necesario para todos nosotros como la unión. Respaldo el trabajo consular de la @CancilleriaPeru que garantiza la integridad de los peruanos en el exterior. https://t.co/wyZAiL4ryN,POS,POS,politico,POS
108,1.49885e+18,"Sentir apoyo de mis hermanos de Cajamarca, en cada retorno, me fortalece. Este soporte es una motivación más para seguir con el proyecto que me encomendó mi patria. Seamos respetuosos de las decisiones del pueblo en democracia. Enrumbemos juntos el liderazgo de nuestro país. https://t.co/uJ3PR97kLZ",POS,POS,politico,POS
109,1.51026e+18,"Saludo la designación de los nuevos integrantes del Directorio de @petroperu_sa: Carlos Vives, Humberto Campodónico, José Olivares, Víctor Murillo y Luis Gonzales. Por el bien y desarrollo del país, auguro éxitos a la nueva gestión de tan importante empresa del Estado.",POS,POS,politico,POS
110,1.54038e+18,"Renuevo mi compromiso y también del Gobierno de seguir trabajando para garantizar los fertilizantes y lograr la verdadera reforma del agro, darles herramientas necesarias y capacitaciones. Gracias por su abnegada labor con el país. Cuenten siempre con nosotros.",POS,POS,politico,POS
112,1.53867e+18,"Acabo de llamar a @petrogustavo para felicitarlo por su histórico triunfo democrático en Colombia. Nos une un sentimiento en común que busca mejoras colectivas, sociales y de integración regional para nuestros pueblos. Hermano Gustavo, cuente siempre con el apoyo del Perú.",POS,POS,politico,POS
115,1.53576e+18,"Convencido de que el diálogo es primordial para lograr los objetivos del país, le transmití al presidente @JoeBiden las necesidades y posibilidades de desarrollo que tiene el Perú. También el compromiso del Gobierno peruano de respeto a la democracia y lucha contra la corrupción. https://t.co/UTdjclUolJ",POS,POS,politico,POS
116,1.53474e+18,Agradezco la recepción del Gobierno de Estados Unidos que lidera @JoeBiden en la IX #CumbreAméricas. La jornada de hoy afianza la Política General de Gobierno y el logro de sus objetivos. El Perú promueve el multilateralismo y la integración de los pueblos con enfoque social. https://t.co/KQShl17wuj,POS,POS,politico,POS
117,1.55307e+18,"Desde el Cuartel General del Ejército, hoy rendimos homenaje a nuestros representantes de las fuerzas del orden en la Gran Parada y Desfile Militar. Honor y gloria, a nuestros valientes peruanos que luchan con valentía y fidelidad a la patria. #FelicesFiestasPatrias https://t.co/Gg7oQy8Baf",POS,POS,politico,POS
118,1.55278e+18,"Estamos trabajando activamente para realizar el destrabe de grandes proyectos de infraestructura como Majes-Siguas II, Muelle Norte, entre otros, a fin de dinamizar la economía. #MensajeALaNación #SiempreConElPueblo https://t.co/uRFfX0luZm",POS,POS,politico,POS
120,1.54468e+18,"¡Feliz día, maestro! Mi homenaje a los profesores del Perú, quienes gracias a su vocación de servicio y enseñanzas, trabajan para construir mejores personas para nuestra sociedad. Reafirmo mi compromiso de impulsar una reforma educativa para lograr el quinquenio de la educación.",POS,POS,politico,POS
121,1.54444e+18,"Seguimos apoyando el trabajo de los agricultores. Esta vez, me reuní con los representantes de los gremios cafetaleros, cacaoteros y fruticultores del país, con quienes abordamos el fortalecimiento del sector agrícola para impulsar su productividad. #SiempreConElPueblo https://t.co/YDPVKjSyq2",POS,POS,politico,POS
127,1.22547e+18,"Saber que en los momentos más difíciles los jóvenes hacen sentir su voz y dan la cara, me conmueve profundamente. ¡Gracias chicos!. Yo también me comprometo con ustedes a resistir y seguir adelante para reencontrarnos y caminar juntos hacia el 2021.",POS,POS,politico,POS
129,1.28709e+18,"Me llena de esperanza ver cómo personalidades, autoridades y políticos de posiciones y pensamientos distintos no han dudado en levantar su voz en favor de la democracia. https://t.co/iygxKEwimm",POS,POS,politico,POS
130,1.29948e+18,Felicito con gran emoción a los primeros 1000 alumnos de la Escuela Naranja que hoy culminan su programa digital de formación política. Mañana abrimos las inscripciones para la segunda promoción. (VIDEO) https://t.co/5iL2FrCYvq,POS,POS,politico,POS
131,1.29029e+18,"Hoy al mediodía se activa la #EscuelaNaranja, nuestra nueva plataforma digital de formación política. Les doy la bienvenida a los mil participantes... [Continúa] https://t.co/mR3gARKTOn",POS,POS,politico,POS
132,1.32046e+18,"Qué inmensa alegría ver esta imagen de @Leopoldolopez y @Liliantintori abrazando a sus hijos. ¡La #FamilaUnida después de tantos años! Estoy segura que, desde donde esté, su voz y sus acciones por una Venezuela libre continuarán con más fuerza. https://t.co/jkxwzF36kp",POS,POS,politico,POS
133,1.319e+18,Patricia Juárez se suma a nuestro equipo de Plan de Gobierno. ¡Bienvenida Patty! (VIDEO) https://t.co/5FqVsP2Ado,POS,POS,politico,POS
134,1.31644e+18,Tengo el honor de anunciar la incorporación de un gran profesor a la Escuela Naranja: ALBERTO FUJIMORI en LA CLASE DEL CHINO. Inscripciones: Viernes 16 de octubre. #LaClaseDelChino #EscuelaNaranja https://t.co/AGS0VVX6UK,POS,POS,politico,POS
135,1.31467e+18,"Asumo el compromiso de seguir adelante con el apoyo de mi padre, con quien he podido reencontrarme. Puedo asegurarles que con ustedes, con Alberto Fujimori y el gran equipo de Fuerza Popular vamos a enfrentar con éxito el gran reto. (VIDEO: Clausura 2º Promo Escuela Naranja) https://t.co/rqvgATGpAs",POS,POS,politico,POS
136,1.31313e+18,"Le doy la bienvenida al doctor Ernesto Bustamante, quien se suma a nuestro equipo de Plan de Gobierno 2021 (VIDEO) https://t.co/mrni5VdfVg",POS,POS,politico,POS
137,1.33167e+18,"Hemos tenido una reunión muy cordial con el presidente Francisco Sagasti, a quien le he llevado el saludo de Fuerza Popular y nuestros mejores deseos para que su gestión sea positiva para todos los peruanos. (1/2) https://t.co/px3klObWBw",POS,POS,politico,POS
138,1.32437e+18,El reencuentro fujimorista ya es una realidad. Es muy bueno que Alejandro ya esté nuevamente con nosotros para enfrentar el gran reto que tenemos por delante. #Rescate2021 https://t.co/werXbXrbbM,POS,POS,politico,POS
