,id,tweet,target,target_v,tema_v,target_final
12,1.25369e+18,¡Seguimos sumando aliados en la lucha contra el #COVID19! Se firma Convenio de Cooperación y Apoyo Interinstitucional entre el @SisolSalud y el Hospital Hipólito Unanue. Esta iniciativa permitirá el uso de bienes del Sisol a favor de ciudadanos diagnosticados con coronavirus. https://t.co/nxmotMGbJK,POS,POS,pandemia,POS
13,1.26687e+18,"Reforzamos la infraestructura hospitalaria para brindar mayor cobertura de calidad en los establecimientos de salud, con más capacidad hospitalaria y camas UCI. #NuevaConvivencia. https://t.co/VyE2U6cSIr",POS,POS,pandemia,POS
14,1.26651e+18,"Larry Lynch, Comandante General del Cuerpo General de @bomberosPE, tiene 64 años y dedica su vida a salvar la de otros. Él fue diagnosticado con #COVID19 y con la atención de nuestros #HéroesDeLaSalud en el Hospital de Ate y el cariño de su familia, ha logrado recuperarse. https://t.co/vQa1W32rus",POS,POS,pandemia,POS
15,1.27772e+18,En el Coliseo Lolo Fernández de Cañete se instaló un ambiente de Hospitalización Temporal #COVID19 para recibir a los pacientes afectados por la pandemia. El ministro @victorzamora supervisa el inicio de las atenciones. #LaSaludNosUne. https://t.co/vGy7lihkY0,POS,POS,pandemia,POS
16,1.27767e+18,"Ministro @victorzamora: Cuando me designaron responsable de dirigir la campaña #LaSaludNosUne, la tarea era enorme. Sin embargo, un gran número de voluntades se sumaron al esfuerzo, convirtiendo la propuesta en una campaña nacional. https://t.co/7DAqEvO2uy",POS,POS,pandemia,POS
17,1.27767e+18,"Hoy presentamos la canción “En Nuestras Manos”, tema realizado en colaboración con artistas nacionales, para agradecer a nuestros #HéroesDeLaSalud por su invaluable entrega y esfuerzo enfrentando la pandemia del #COVID19. https://t.co/R4FK78BgG4",POS,POS,pandemia,POS
18,1.27764e+18,"Miles de mujeres y hombres peruanos cumplen una labor esencial para la sociedad al abastecer nuestras mesas con productos sanos, nutritivos y deliciosos. Por su arduo trabajo y amor a su oficio todos son el “Pescador Artesanal del año 2020”. ¡Feliz #DíaDelPescador! https://t.co/HUgVsPWcYg",POS,POS,-,POS
19,1.27761e+18,Ministro @victorzamora: Durante estos cien días hemos hecho un trabajo para multiplicar los recursos y estamos por llegar a las 20 000 camas de hospitalización y 2000 camas UCI. Hemos testeado a más de un millón y medio de personas. Hemos hecho un esfuerzo muy importante.,POS,POS,pandemia,POS
20,1.27759e+18,"#PrimeroMiSalud | Las actividades físicas son excelentes para la salud de la mente y el cuerpo. Recuerda que debemos realizarlas respetando siempre la distancia física, usando mascarilla y lavándonos las manos. 🏃‍♀️🧘‍♂️ https://t.co/qnbQd20qHo",POS,POS,pandemia,POS
21,1.28895e+18,"Para seguir sumando esfuerzos en el combate de la pandemia, capacitamos a 140 nuevos integrantes de los Equipos de Respuesta Rápida de la Red de Salud de Huánuco. De esta manera fortalecemos nuestra capacidad de diagnóstico y tratamiento temprano del #COVID19. #LaSaludNosUne. https://t.co/TFCiZk88Oa",POS,POS,pandemia,POS
22,1.28866e+18,"Ministra Mazzetti: Nuestros equipos técnicos están haciendo el plan nacional de vacunación, una estrategia que nos permita ser lo más eficientes posible. Agradezco a todas las personas que participan en esta cátedra porque sus esfuerzos contribuyen a la lucha contra la pandemia.",POS,POS,pandemia,POS
23,1.30021e+18,"#LaSaludDependeDeTodos | Gracias @Jcgambini por difundir las medidas preventivas ante la #COVID19. Como él, haz un video y comparte tus consejos para cuidarnos. https://t.co/gRaaTqxoBT",POS,POS,pandemia,POS
24,1.30018e+18,"En el Día del Enfermero Peruano, la ministra Pilar Mazzetti destacó la labor que realizan en la lucha contra la #COVID19. ""Por su valentía y coraje, las enfermeras y enfermeros del Perú son un orgullo para el sistema de salud"", destacó la titular del sector. https://t.co/uuC5g6AVof",POS,POS,pandemia,POS
25,1.30006e+18,"En su 64° aniversario, saludamos al Hospital Santa Rosa, por su esfuerzo y dedicación para cuidar la salud de nuestra población. https://t.co/R8bQnyohat",POS,POS,pandemia,POS
26,1.29937e+18,"""Tacna tendrá una UCI amplia para ser potencia en el sur. Contarán con una Diresa adaptada a la función, un centro de salud acondicionado y parte de un hospital de la zona covid. Se está consolidando su capacidad de respuesta"", sostuvo la titular del sector salud. https://t.co/LMkvqAoU31",POS,POS,pandemia,POS
27,1.29864e+18,"En su 320° aniversario, saludamos al Instituto Nacional de Ciencias Neurológicas, por su esfuerzo y dedicación para cuidar la salud de nuestra población. https://t.co/0EJ9pEVChk",POS,POS,pandemia,POS
28,1.31109e+18,#LaSaludDependeDeTodos | Jhoima comparte su experiencia luego de enfrentar las secuelas de la #COVID19 en el Instituto Nacional de Rehabilitación. Tras 21 días de terapia junto a un equipo multidisciplinario su capacidad motora ha mejorado. #NoBajemosLaGuardia https://t.co/8yy10PUbTb,POS,POS,pandemia,POS
29,1.31074e+18,"“Estas alternativas que la tecnología pone a nuestro alcance nos ayudan a seguir mejorando y salir adelante. No olvidemos que estos equipos se quedarán en el país y serán de mucha utilidad ante emergencias futuras”, señaló en la ceremonia la ministra Pilar Mazzetti. https://t.co/SgMsvtrZMx",POS,NEU,pandemia,NEU
30,1.31074e+18,"El Ministerio de Salud recibió esta tarde 62 concentradores de oxígeno portátiles donados por la ONG estadounidense Direct Relief, a través de la Organización Panamericana de la Salud (OPS/OMS). La ministra Pilar Mazzetti agradeció esta contribución. https://t.co/gHGypZRFga",POS,POS,pandemia,POS
31,1.33271e+18,"Marcado por el mayor desafío desde su creación, el @SamuPeruMinsa cumplió nueve años de vida institucional renovando su compromiso en el contexto de pandemia por COVID-19. https://t.co/KJFx77pRwV",POS,POS,pandemia,POS
32,1.3433e+18,"La bicicleta se ha convertido en un medio de transporte sostenible y, en el contexto de la pandemia, es una alternativa efectiva que evita aglomeraciones y disminuye la posibilidad de contagio. https://t.co/DLvC4VmvlN",POS,POS,pandemia,POS
33,1.34222e+18,"Juan León Duran, campeón parapanamericano en natación, recibió sus nuevas prótesis como parte de las terapias que realiza en el Hospital Daniel Alcides Carrión. El deportista agradece al personal de salud por el apoyo que le brindaron desde el primer momento. https://t.co/yVGt0FF1DX",POS,POS,-,POS
34,1.3415e+18,➡️ Durante la pandemia se implementaron soluciones innovadoras como la instalación de puntos de donación en centros comerciales y el desarrollo de una alianza con la red social Facebook. #AmaDonaVive https://t.co/KLCEdPXwrb,POS,POS,pandemia,POS
35,1.38643e+18,"Posteriormente, acudieron al Complejo Deportivo de Pueblo Libre y el Estadio Municipal de Surquillo, donde se implementó el 'muro de la esperanza'. Allí los adultos mayores dejaron mensajes de felicidad y agradecimiento tras recibir la dosis de la vacuna. https://t.co/90NsP1bURB",POS,POS,pandemia,POS
36,1.39873e+18,"En el #DíaNacionaldelaVacunación y el #DíadelServidorPúblico, el ministro Óscar Ugarte agradeció y destacó la labor de las brigadas de salud que todos los días sacan adelante la jornada de vacunación contra la COVID-19, cumpliendo con su vocación de salvar vidas. https://t.co/NDmsGRi13t",POS,POS,pandemia,POS
37,1.3987e+18,"Ministro Ugarte: El Ministerio de Salud ha ido ampliando la vacunación a personas con síndrome de Down, hemodiálisis, enfermedades rara o huérfanas y vamos a seguir avanzando, porque todos van a ser vacunados en la prioridad que corresponde. https://t.co/eUDoY6CMTD",POS,POS,pandemia,POS
38,1.40925e+18,"Gracias a la entrega, esfuerzo y dedicación de cada brigada de salud desplegada en el país seguimos avanzando en la vacunación contra la COVID-19. Mientras haya más personas vacunadas, más vidas serán salvadas. #PongoElHombro 🇵🇪 https://t.co/5yqhacRQT3",POS,POS,pandemia,POS
39,1.4324e+18,"Hoy, en el Día de la Enfermería Peruana, les damos gracias por su entrega y gran labor por salvar vidas. ¡Feliz Día! 🇵🇪 https://t.co/o1IohIqqKL",POS,POS,pandemia,POS
40,1.43177e+18,¡Seguimos sumando! Superamos las 18 000 000 de dosis contra la #COVID19 aplicadas en el Perú. #PongoElHombro 🇵🇪 https://t.co/O4oNYZRfNU,POS,POS,pandemia,POS
41,1.43171e+18,"De la mano de la @DIRISLimaSur, en un trabajo articulado, el equipo de Promoción de la Salud realizó la entrega en el distrito de San Juan de Miraflores. https://t.co/pbqO9I6qs4",POS,NEU,-,NEU
42,1.44298e+18,"“Veo en las noticias que Perú está avanzando bien en la #vacunación y que ha disminuido los contagios y fallecimientos por #coronavirus. Valoro mucho el esfuerzo que viene mostrando en la lucha contra la #COVID19”, agregó Nassir Al Mutlaq.",POS,POS,pandemia,POS
43,1.45413e+18,#VacúnateYa | Las brigadas de vacunación están en la losa Bombonera en Independencia para proteger contra la #COVID19 y otras enfermedades a todos los vecinos en una campaña integral porque ¡Vamos a tu encuentro! https://t.co/9e5UbcS3PG,POS,POS,pandemia,POS
44,1.4766e+18,"“Gracias a la apertura de la mayoría de establecimientos de primer nivel, se ha logrado extender la campaña de vacunación a todo el país, no solo de la influenza sino de otras vacunas que son parte del calendario regular de vacunación”.",POS,POS,pandemia,POS
45,1.47625e+18,"@Claire37340399 Sí, sin problema",POS,NEU,-,NEU
46,1.49807e+18,"En el Día Mundial Del Trasplante de Órganos y Tejidos, te recordamos que más de 7 mil personas esperan una segunda oportunidad. Tú puedes salvar sus vidas convirtiéndote en un donate. Donar órganos es salvar vidas, dile sí a la donación de órganos y tejidos. #AmaDonaVive ❤️ https://t.co/fiY6LZ9HMC",POS,NEU,-,NEU
47,1.49795e+18,"El Viceministro, Augusto Tarazona, en compañía de la Directora de Inmunizaciones, María Elena Martínez, y la Directora adjunta de @DirisLC_oficial, María Isabel Munayco, supervisan la jornada que se viene desarrollando satisfactoriamente. https://t.co/cxb89DtNDP",POS,POS,pandemia,POS
48,1.49795e+18,"El titular de Salud destacó el sacrificado trabajo que viene realizando el personal de salud en el marco de la lucha contra la #COVID19, reconociendo la vocación de servicio y compromiso de las enfermeras del país. https://t.co/0Kc9T7I1UV",POS,POS,pandemia,POS
49,1.5093e+18,"A través de una escultura conmemorativa, en homenaje a los obstetras fallecidos durante la pandemia por la #COVID19, el @DeObstetrasPeru conmemora el heroísmo, valentía y la entrega de su vida como la máxima expresión a su juramento profesional. https://t.co/PC9rM3Fhuk",POS,POS,pandemia,POS
50,1.52018e+18,"“Lo que se busca con este proyecto es contar con nuevas instalaciones, tanto asistenciales como administrativas. Se contempla un área de aproximadamente 30 mil metros cuadrados dentro del @hospitalloayza con una inversión cercana a los 800 millones de soles,"", aseguro el Dr. Peña",POS,NEU,-,NEU
51,1.52011e+18,¡El personal del Instituto Nacional de Ciencias Neurológicas se protege contra la #COVID19 para seguir atendiendo a sus pacientes! La cuarta dosis renueva las defensas de los trabajadores de primera línea. https://t.co/yPFqGqgcSN,POS,POS,pandemia,POS
52,1.5201e+18,"¡La vacunación es una fiesta en #Arequipa! Con música y danzas folclóricas, se realizó el lanzamiento del sorteo de peluches “Vacunín”, en la I.E. Parroquial María de la Merced, con la participación de las alumnas que recibieron su vacuna contra la #COVID19. https://t.co/hQWejeWY53",POS,POS,pandemia,POS
53,1.53101e+18,"En el Día del Servidor Público, queremos destacar la responsabilidad, compromiso y dedicación de los servidores públicos del sector #Salud, quienes trabajan para llevar nuestros servicios a toda la población. https://t.co/DjZCikd2mI",POS,NEU,-,NEU
54,1.53088e+18,"En el Día del Servidor Público, destacamos el compromiso y dedicación en el cumplimiento de su labor a las servidoras y servidores públicos que velan por la salud de la población. ✨ https://t.co/5ZTQCkuAsq",POS,NEU,-,NEU
55,1.53087e+18,"#DíaNacionalDeLaVacunación | Este 29 de mayo agradecemos a todas las personas que contribuyen y son parte del proceso de vacunación. Perú cuenta con uno de los esquemas más completos de Latinoamérica, que consta de 18 vacunas para proteger a la población contra 27 enfermedades. https://t.co/RuOalz5W7S",POS,POS,pandemia,POS
56,1.5303e+18,"“Este reconocimiento es por el esfuerzo que día a día ustedes han ejercido en el buen trabajo de esta institución digno de felicitar y admirar”, expresó el viceministro. https://t.co/bh9Z0tgJI7",POS,NEU,-,NEU
57,1.5303e+18,"En la ceremonia participó el viceministro de Salud Pública, Joel Candia, quien resaltó el esfuerzo y dedicación de cada uno de los servidores que, con justicia, optimismo y honradez, laboran en la institución. https://t.co/sRsO8wj85H",POS,NEU,-,NEU
58,1.54199e+18,"“Es un honor estar presente en esta ceremonia porque la Federación Médica es uno de los gremios que siempre ha impulsado que se reivindiquen los derechos de los médicos. Seguiremos adelante afrontando esta pandemia”, expresó el ministro. https://t.co/T0gOBy9mqV",POS,POS,pandemia,POS
59,1.54199e+18,"La @FMedicaPeruana cumplió 75 años de vida institucional en la que destaca su lucha por la reivindicaciones médicas, la defensa de la salud y la vida. En esta ceremonia participó el ministro de Salud, Jorge López Peña. https://t.co/lnEJzg0IyP",POS,POS,pandemia,POS
60,1.55342e+18,"""Estamos recorriendo a nivel nacional todos los establecimientos del primer nivel para fortalecer la capacidad resolutiva. Esta ambulancia va a servir para trasladar a los pacientes que requieran de asistencia médica"", dijo el viceministro Candia durante su participación. https://t.co/kTim9ve1ng",POS,NEU,-,NEU
61,1.55272e+18,"#MensajeALaNación | El presidente @PedroCastilloTe anunció los logros y proyectos que el Gobierno lleva a cabo en el sector, con el objetivo de cuidar la salud de la población. Hemos alcanzado las 80 millones de dosis de vacuna contra la #COVID19 aplicadas a nivel nacional. https://t.co/8vahLc6hX8",POS,POS,pandemia,POS
62,1.55212e+18,"¡Capacitados para cuidar la salud mental! 21 profesionales de la @DirisLimaEste y @DiresaCallao participaron del taller “Formación de facilitadores en primeros auxilios psicológicos”, que busca mejorar las estrategias para la atención de la población durante emergencias. https://t.co/OOsC1KI0fe",POS,POS,pandemia,POS
63,1.22181e+18,¡Muchas gracias a todos! Siempre estaremos en primera fila en la defensa de una mejor salud para todos los peruanos. https://t.co/de1uPTXAFr,POS,POS,pandemia,POS
64,1.21949e+18,@nellyhuamani Gracias Nelly Un fuerte abrazo. Oscar,POS,NEU,-,NEU
65,1.21933e+18,"@ANGIELAIRA @MarcoBartoloMar @ExpresoPeru @canalN_ @peru21noticias @noticias_tvperu @diariocorreo @Gestionpe @larepublica_pe @elcomercio_peru @atvmasnoticias Muchas gracias Marcela, estemos en contacto. Oscar.",POS,NEU,-,NEU
66,1.21914e+18,"En el Mercado La Cachina de #SanJuanDeLurigancho, Tenemos el compromiso de impulsar reformas que beneficien a este importante sector de la población. Juntos, tú y yo, lo lograremos. #OscarUgarteAlCongreso #JuntosPorElPeru https://t.co/aGOlt32A4S",POS,NEU,-,NEU
67,1.21914e+18,"Cerramos la semana visitando el Mercado La Cachina de #SanJuanDeLurigancho, conocimos a miles de emprendedores y les contamos nuestras propuestas en salud, educación, empleo y lucha contra la corrupción. Juntos, tú y yo, lo lograremos. #OscarUgarteAlCongreso #JuntosPorElPeru https://t.co/tjnh01JlFV",POS,POS,pandemia,POS
68,1.21862e+18,"¡Feliz 485 Aniversario #Lima! En equipo, Tú y Yo, Juntos por el Perú, podremos hacer de nuestra capital una ciudad con mejores servicios para todos. #OscarUgarteAlCongreso #JuntosPorElPerú #AniversarioDeLima https://t.co/jBNwSLZ0qI",POS,NEU,-,NEU
69,1.29478e+18,Conoce la historia de tres piuranos que contribuyen a la preservación de nuestro patrimonio https://t.co/SBX81VDu7p,POS,NEU,-,NEU
70,1.29319e+18,Putin asegura que Rusia tiene la primera vacuna aprobada contra el coronavirus https://t.co/nnXkCmM6NX a través de @elcomercio_peru,POS,POS,pandemia,POS
71,1.34726e+18,"#Entrevista la vacuna de Sinopharm tiene alta efectividad, y no ha presentado efectos secundarios https://t.co/DOmgbNuu1q",POS,POS,pandemia,POS
72,1.36113e+18,"Espero que con las medidas que se están adoptando y que no deben afectar los procesos de adquisición y vacunación, podamos lograr metas que queremos. @Cuarto_Poder",POS,POS,pandemia,POS
73,1.39878e+18,"Además, estamos en condiciones de contratar personal de salud y aumentar la capacidad en los puntos de vacunación, especialmente con la llegada hoy de 510 mil dosis de la vacuna de Astrazeneca gracias al convenio Covax Facility.@Minsa_Peru https://t.co/LAhdZqaFf2",POS,POS,pandemia,POS
74,1.39775e+18,"Acabamos de recibir 395,460 dosis de vacunas de Pfizer; este lote asegurará el cumplimiento de nuestra programación. Pero, además, en los siguientes días recibiremos más vacunas de Astrazeneca, Sinopharm y Pfizer, lo que garantizará la continuación de nuestro Plan de Vacunación. https://t.co/ocr45fiLhT",POS,POS,pandemia,POS
75,1.39619e+18,"Hoy supervisamos la jornada de vacunación en el Callao. Con esto superamos los tres millones de dosis aplicadas en nuestro país y hemos crecido en capacidad de vacunación. Ayer se vacunó a más de 93 mil personas, la cifra más alta registrada en un día. @Minsa_Peru https://t.co/mrfOPpz4Zg",POS,POS,pandemia,POS
76,1.39253e+18,"Quiero confirmar que el lote de 700 mil vacunas de Pfizer anunciado hoy, llegará el día de mañana, jueves 13 de mayo a las 18: 05 hrs, vía KLM. Nos sentimos satisfechos pues es la primera vez que en un solo día llega esa cantidad de dosis a nuestro país. @Minsa_Peru",POS,POS,pandemia,POS
77,1.40972e+18,Agradecemos la solidaridad del gobierno de los Estados Unidos que nos permite acelerar mirando la inmunización de más compatriotas. @Minsa_Peru,POS,POS,pandemia,POS
78,1.40972e+18,"Recibimos con agrado y satisfacción la decisión del gobierno de los Estados Unidos de donar al Perú dos millones de vacunas de Pfizer que llegan el martes 29 del presente, para beneficiar a nuestra población. @Minsa_Peru",POS,POS,pandemia,POS
79,1.40568e+18,"Como habíamos anunciado, hoy hemos recibido 497,250 nuevas dosis de vacunas de Pfizer, que forman parte del primero de tres lotes de vacunas que recibiremos semanalmente. Esta entrega nos permite continuar cronograma de inmunizaciones y mantener nuestro buen ritmo de vacunación. https://t.co/D2BgTNWTym",POS,POS,pandemia,POS
80,1.40381e+18,"Seguimos avanzando, ya hemos aplicado más de cinco millones de dosis; y más de un millón y medio de personas ya recibieron sus dosis completas. @Minsa_Peru",POS,POS,pandemia,POS
81,1.40235e+18,"La salud pública se fortalece, y la prevención en todos los niveles es algo que vamos a lograr juntos. @Minsa_Peru https://t.co/vFojYKNvQa",POS,POS,pandemia,POS
82,1.40235e+18,"La alianza entre el gobierno central y los gobiernos locales y regionales es fundamental en esta campaña de vacunación, porque es parte de una estrategia de articulación que le da amplitud y sostenibilidad a acciones de este tipo. @Minsa_Peru https://t.co/1JOjSgaxtT",POS,POS,pandemia,POS
83,1.40234e+18,"Satisfechos con la inauguración de los ‘Vacunacar’, porque nos permite tener la capacidad de vacunación que vamos a necesitar para las próximas semanas en que se inmunizará a grupos más grandes, como los mayores de 50. @Minsa_Peru https://t.co/ku6pcWE8NB",POS,POS,pandemia,POS
84,1.40195e+18,"A partir de mañana, martes 8, se reabrirán los locales de vacunación que fueron sedes de votación. Esto nos permitirá retomar la inmunización de personas mayores; esta vez, vacunaremos a adultos de 60 a 62 años. Sigamos poniendo el hombro. @Minsa_Peru",POS,POS,pandemia,POS
85,1.40098e+18,Hoy se ha recibido un nuevo lote de vacunas de Pfizer. Son 242 mil 190 dosis que se suman a las recibidas esta semana y que servirán para vacunar a más compatriotas. @Minsa_Peru,POS,POS,pandemia,POS
86,1.40061e+18,"Satisfechos porque acabamos de recibir 718,380 nuevas dosis de la vacuna Pfizer, y acompañados del ministro de Transportes y Comunicaciones y representantes de la farmacéutica estadounidense. Respaldo que nos fortalece y compromete. El esfuerzo es de todos. @Minsa_Peru https://t.co/dJxTgv0H4d",POS,POS,pandemia,POS
87,1.39953e+18,En los siguientes días recibiremos más vacunas y ampliaremos nuestra capacidad de atención para vacunar a más compatriotas. Seguimos cumpliendo lo prometido. @Minsa_Peru,POS,POS,pandemia,POS
88,1.39953e+18,Hoy hemos recibido un nuevo lote de vacunas del laboratorio Pfizer. Son 255 mil dosis más que nos aseguran el cumplimiento de nuestro cronograma de vacunación. @Minsa_Peru https://t.co/O7G6EeENbp,POS,POS,pandemia,POS
89,1.41981e+18,"Hoy puedo decir que cumplimos la meta que nos trazamos, superar la vacunación de más de 4 millones y medio de peruanos al 28 de julio con las dos dosis contra la Covid-19. Esto es resultado del esfuerzo y compromiso de un gran equipo de trabajo. @Minsa_Peru",POS,POS,pandemia,POS
90,1.41945e+18,"Más de 7 millones y medio de peruanos ya cuenta con la primera dosis, y 4 millones y medio ya tienen sus dosis completas. Sigamos poniendo el hombro. @Minsa_Peru",POS,POS,pandemia,POS
91,1.41945e+18,Las 353 mil 261 dosis de vacunas aplicadas en el tercer vacunatón son una muestra del trabajo conjunto y el compromiso de todos por vencer a la COVID-19. Hemos superado la aplicación de más de 12 millones de vacunas a nivel nacional. @Minsa_Peru,POS,POS,pandemia,POS
92,1.41892e+18,Estamos seguros que el nuevo gobierno continuará este proceso de vacunación nacional. @Minsa_Peru,POS,POS,pandemia,POS
93,1.41753e+18,"Se han adquirido 20 millones de dosis que protegerán a 10 millones de personas, y que se suman a las 78 millones ya contratadas, con lo que alcanzamos los 98 millones de vacunas para todo el país. @Minsa_Peru",POS,POS,pandemia,POS
94,1.41693e+18,"Estamos superando nuestras propias expectativas, pero vamos por más. 216 mil 337 vacunas aplicadas en esta segunda vacunatón. Nuestra satisfacción también por la región Cusco que superó su meta de 30 mil y ha logrado aplicar este fin de semana 46 mil 481 vacunas. @Minsa_Peru",POS,POS,pandemia,POS
95,1.41641e+18,Hay plena garantía para que las nuevas autoridades puedan seguir vacunando. Estamos dejando para el mes de agosto más de 7 millones de vacunas que permitirán vacunar a mayores de 40 y empezar con los de 30. @Minsa_Peru https://t.co/nG0IGvzaLA,POS,POS,pandemia,POS
96,1.4161e+18,"Hoy tenemos superávit d oxígeno, producimos 80 TN diarias. Contamos con 300 nuevas plantas d oxígeno instaladas en hospitales del nivel I, II y III. No cantamos victoria aún, pero sí estamos en mejores condiciones y mejor preparados ante una eventual tercera ola. @radio_santarosa",POS,POS,pandemia,POS
97,1.49909e+18,siempre se firmaron preservando los intereses del país y en forma directa con el laboratorio respectivo sin utilizar ningún intermediario. El Gobierno de Transición del Presidente @FSagasti ha demostrado Transparencia y honestidad en todos sus actos. (2/3),POS,POS,pandemia,POS
98,1.52126e+18,"Pero fue una buena compra porque 8 millones d dosis pediátricas era lo necesario para aplicar 2 dosis a los niños de 5 a 11 años, que son un poco + de 4 millones. Tuvieron tiempo para aplicarlas entre enero que se recibieron y fines de abril que empezaron a vencerse. #hilo (2/6)",POS,POS,pandemia,POS
99,1.24431e+18,"¡Estamos con ustedes! Hoy temprano llegamos a Iquitos para junto con la ministra de Producción, @Rocio_BarriosAl, realizar reuniones de coordinación y acción con autoridades de la región Loreto. La unidad en el trabajo es clave para salir adelante juntos.💪 https://t.co/OLYdcjhqOw",POS,POS,pandemia,POS
100,1.24393e+18,"¡Frente al #COVID19 somos un solo equipo, un solo corazón! Somos una gran familia peruana donde nuestros hermanos especialistas de la salud, actúan heroicamente para asegurar el bienestar de los peruanos. Se merecen el agradecimiento y reconocimiento de todo el país. https://t.co/TeBI6s4LYQ",POS,POS,pandemia,POS
101,1.24336e+18,"Todos cumplimos un rol para enfrentar el #COVID19. Hoy estuve con decanos de los colegios profesionales de la salud, quienes ratificaron su total compromiso por garantizar un esfuerzo articulado por el bienestar de los peruanos. https://t.co/ptFCUrO9kI",POS,POS,pandemia,POS
102,1.24282e+18,"En cumplimiento con nuestro compromiso de cuidar a nuestros profesionales de la salud, seguimos intensificando la entrega de insumos médicos e implementos de seguridad para la atención de los casos de COVID-19 en todo el país. #CuidamosAQuienesNosCuidan https://t.co/vHJ2DPbWOs",POS,POS,pandemia,POS
103,1.25529e+18,"Esta una muestra más del alto compromiso de este gobierno por no desmayar en los esfuerzos para vencer el virus. Está en nosotros mantener viva la actitud, entrega y vocación por todos nuestros pacientes a nivel nacional. #LaSaludNosUne https://t.co/FEroqKaPeF",POS,POS,pandemia,POS
104,1.2548e+18,"Hoy, visité a los 74 equipos de respuesta rápida de la DIRIS Lima Norte, quienes evalúan y toman la prueba rápida. Conversando con ellos, reconfirmé el trabajo intenso que realizan en tiempos difíciles. Para cada uno de ellos todo mi apoyo, respaldo y gratitud. #HéroesDeLaSalud https://t.co/SyYEH2gkFI",POS,POS,pandemia,POS
105,1.2539e+18,"En medio de toda la epidemia, nuestro personal de salud sigue esforzándose, demostrando su vocación de servicio y su compromiso con el bienestar de todos los peruanos. #LaSaludNosUne",POS,POS,pandemia,POS
106,1.25315e+18,#LaSaludNosUne Hoy sostuve una reunión de trabajo con los representantes del @CMP_PERU en la cual acordamos: https://t.co/EPmkjrkkCa,POS,POS,pandemia,POS
