,Unnamed: 0,Unnamed: 0.1,id,tweet,tweet_sentence,len_sentence,username,date,nlikes,tweet_word,len_word,POS,NEG,NEU,target
27,27,27,1.2447737784602337e+18,@meganoticiascl URGENTE PERU CIERRE DE FRONTERAS!! ECUADOR CHILE Y BRASIL ESTAN INFESTADOS EN CONTAGIOS DE COVID-19 PUEDEN ARRASAR CON TDA SUDAMERICA!! EL PEAK DE CONTAGIOS SE LES VIENE EN ABRIL!!!,@meganoticiascl URGENTE PERU CIERRE DE FRONTERAS!!,4,gato_sx,2020-03-30 18:49:30,1.0,"['@', 'meganoticiascl', 'URGENTE', 'PERU', 'CIERRE', 'DE', 'FRONTERAS', '!', '!']",9,0.0023238942958414,0.967743754386902,0.0299323350191116,NEG
28,28,28,1.2447737784602337e+18,@meganoticiascl URGENTE PERU CIERRE DE FRONTERAS!! ECUADOR CHILE Y BRASIL ESTAN INFESTADOS EN CONTAGIOS DE COVID-19 PUEDEN ARRASAR CON TDA SUDAMERICA!! EL PEAK DE CONTAGIOS SE LES VIENE EN ABRIL!!!,ECUADOR CHILE Y BRASIL ESTAN INFESTADOS EN CONTAGIOS DE COVID-19 PUEDEN ARRASAR CON TDA SUDAMERICA!!,4,gato_sx,2020-03-30 18:49:30,1.0,"['ECUADOR', 'CHILE', 'Y', 'BRASIL', 'ESTAN', 'INFESTADOS', 'EN', 'CONTAGIOS', 'DE', 'COVID-19', 'PUEDEN', 'ARRASAR', 'CON', 'TDA', 'SUDAMERICA', '!', '!']",17,0.0023238942958414,0.967743754386902,0.0299323350191116,NEG
29,29,29,1.2447737784602337e+18,@meganoticiascl URGENTE PERU CIERRE DE FRONTERAS!! ECUADOR CHILE Y BRASIL ESTAN INFESTADOS EN CONTAGIOS DE COVID-19 PUEDEN ARRASAR CON TDA SUDAMERICA!! EL PEAK DE CONTAGIOS SE LES VIENE EN ABRIL!!!,EL PEAK DE CONTAGIOS SE LES VIENE EN ABRIL!!,4,gato_sx,2020-03-30 18:49:30,1.0,"['EL', 'PEAK', 'DE', 'CONTAGIOS', 'SE', 'LES', 'VIENE', 'EN', 'ABRIL', '!', '!']",11,0.0023238942958414,0.967743754386902,0.0299323350191116,NEG
33,33,33,1.2447726279583703e+18,#NormasLegales🗞 #EdiciónExtraordinaria 👉Aprueban el Documento Técnico: Prevención y Atención de personas afectadas por COVID-19 en el Perú.  https://t.co/Lw9fXyA3np  https://t.co/LJedAyYweq,#NormasLegales🗞#EdiciónExtraordinaria 👉Aprueban el Documento Técnico: Prevención y Atención de personas afectadas por COVID-19 en el Perú.,2,DiarioElPeruano,2020-03-30 18:44:55,7.0,"['#', 'NormasLegales🗞', '#', 'EdiciónExtraordinaria', '👉Aprueban', 'el', 'Documento', 'Técnico', ':', 'Prevención', 'y', 'Atención', 'de', 'personas', 'afectadas', 'por', 'COVID-19', 'en', 'el', 'Perú', '.']",21,0.0305270049721002,0.0285728499293327,0.9409000873565674,NEU
37,37,37,1.2447642673012777e+18,"@oppenheimera @elnuevoherald Estimado Andres No estas bien informado respecto a gobernantes en America Chile, Pinera, mala gestion respecto a covid 19 chilenos le reclaman por inaccion similar Argentina, AL parecer alli con cifras no realistas  Peru Oportuna reaccion frente AL covid 19, preponderando vida","@oppenheimera@elnuevoherald Estimado Andres No estas bien informado respecto a gobernantes en America Chile, Pinera, mala gestion respecto a covid 19 chilenos le reclaman por inaccion similar Argentina, AL parecer alli con cifras no realistas Peru Oportuna reaccion frente AL covid 19, preponderando vida",1,eddycordova22,2020-03-30 18:11:42,1.0,"['@', 'oppenheimera', '@', 'elnuevoherald', 'Estimado', 'Andres', 'No', 'estas', 'bien', 'informado', 'respecto', 'a', 'gobernantes', 'en', 'America', 'Chile', ',', 'Pinera', ',', 'mala', 'gestion', 'respecto', 'a', 'covid', '19', 'chilenos', 'le', 'reclaman', 'por', 'inaccion', 'similar', 'Argentina', ',', 'AL', 'parecer', 'alli', 'con', 'cifras', 'no', 'realistas', 'Peru', 'Oportuna', 'reaccion', 'frente', 'AL', 'covid', '19', ',', 'preponderando', 'vida']",50,0.0002404588303761,0.997192919254303,0.0025666656438261,NEG
38,38,38,1.2447621376014582e+18,"La Fuerza Área Mexicana rescata a una mujer con COVID-19 varada en Perú, donde su esposo murió de la misma enfermedad la semana pasada.  ""No está grave, pero está sola, su marido falleció, ha sido una tragedia impresionante"", dijo Ebrard.  Nota para EFE: https://t.co/9XbnJVTqJB","La Fuerza Área Mexicana rescata a una mujer con COVID-19 varada en Perú, donde su esposo murió de la misma enfermedad la semana pasada.",3,PPabloCortes,2020-03-30 18:03:14,2.0,"['La', 'Fuerza', 'Área', 'Mexicana', 'rescata', 'a', 'una', 'mujer', 'con', 'COVID-19', 'varada', 'en', 'Perú', ',', 'donde', 'su', 'esposo', 'murió', 'de', 'la', 'misma', 'enfermedad', 'la', 'semana', 'pasada', '.']",26,0.005964214913547,0.9167864322662354,0.0772493109107017,NEG
40,40,40,1.2447612110251336e+18,"@MelissaPeschier @Minsa_Peru A esos 33 mil detenidos, el gobierno que no se haga problema. Incineren a todos ellos, en remplazo de los que tienen el covid-19. 😠😡🤬😤","@MelissaPeschier@Minsa_Peru A esos 33 mil detenidos, el gobierno que no se haga problema.",3,HeaslerC,2020-03-30 17:59:33,1.0,"['@', 'MelissaPeschier', '@', 'Minsa_Peru', 'A', 'esos', '33', 'mil', 'detenidos', ',', 'el', 'gobierno', 'que', 'no', 'se', 'haga', 'problema', '.']",18,0.0018602641066536,0.9855297803878784,0.0126099083572626,NEG
41,41,41,1.2447612110251336e+18,"@MelissaPeschier @Minsa_Peru A esos 33 mil detenidos, el gobierno que no se haga problema. Incineren a todos ellos, en remplazo de los que tienen el covid-19. 😠😡🤬😤","Incineren a todos ellos, en remplazo de los que tienen el covid-19.",3,HeaslerC,2020-03-30 17:59:33,1.0,"['Incineren', 'a', 'todos', 'ellos', ',', 'en', 'remplazo', 'de', 'los', 'que', 'tienen', 'el', 'covid-19', '.']",14,0.0018602641066536,0.9855297803878784,0.0126099083572626,NEG
42,42,42,1.244758439437443e+18,[📹Video] DEVASTADOR. El #Coronavirus arrasa USA. El irresponsable manejo de crisis del #COVIDー19 por #DonaldTrump ha ocasionado desgracias como esta.  #URGENTE #Covid_19 #CuarentenaEsSalud #Coronavirustruth #Peru #USA  https://t.co/bpax2xdkGf,[📹Video] DEVASTADOR.,3,chrisbustc,2020-03-30 17:48:33,87.0,"['[', '📹Video', ']', 'DEVASTADOR', '.']",5,0.0027553981635719,0.9564167857170104,0.0408279150724411,NEG
43,43,43,1.244758439437443e+18,[📹Video] DEVASTADOR. El #Coronavirus arrasa USA. El irresponsable manejo de crisis del #COVIDー19 por #DonaldTrump ha ocasionado desgracias como esta.  #URGENTE #Covid_19 #CuarentenaEsSalud #Coronavirustruth #Peru #USA  https://t.co/bpax2xdkGf,El#Coronavirus arrasa USA.,3,chrisbustc,2020-03-30 17:48:33,87.0,"['El', '#', 'Coronavirus', 'arrasa', 'USA', '.']",6,0.0027553981635719,0.9564167857170104,0.0408279150724411,NEG
44,44,44,1.2447562636926362e+18,Se publicó la Resolución Ministerial que aprueba el Documento Técnico de Prevención y Atención de personas afectadas por #COVID19 en el #Perú. Se estipula lo siguiente: [Hilo]  - El COVID-19 es una enfermedad de notificación obligatoria para todos los establecimientos del país.  https://t.co/Qjrzl0MSlV,Se publicó la Resolución Ministerial que aprueba el Documento Técnico de Prevención y Atención de personas afectadas por#COVID19 en el#Perú.,3,saludconlupa,2020-03-30 17:39:54,5.0,"['Se', 'publicó', 'la', 'Resolución', 'Ministerial', 'que', 'aprueba', 'el', 'Documento', 'Técnico', 'de', 'Prevención', 'y', 'Atención', 'de', 'personas', 'afectadas', 'por', '#', 'COVID19', 'en', 'el', '#', 'Perú', '.']",25,0.0047455965541303,0.0286208856850862,0.9666334986686708,NEU
45,45,45,1.2447562636926362e+18,Se publicó la Resolución Ministerial que aprueba el Documento Técnico de Prevención y Atención de personas afectadas por #COVID19 en el #Perú. Se estipula lo siguiente: [Hilo]  - El COVID-19 es una enfermedad de notificación obligatoria para todos los establecimientos del país.  https://t.co/Qjrzl0MSlV,Se estipula lo siguiente: [Hilo] - El COVID-19 es una enfermedad de notificación obligatoria para todos los establecimientos del país.,3,saludconlupa,2020-03-30 17:39:54,5.0,"['Se', 'estipula', 'lo', 'siguiente', ':', '[', 'Hilo', ']', '-', 'El', 'COVID-19', 'es', 'una', 'enfermedad', 'de', 'notificación', 'obligatoria', 'para', 'todos', 'los', 'establecimientos', 'del', 'país', '.']",24,0.0047455965541303,0.0286208856850862,0.9666334986686708,NEU
51,51,51,1.2447557297283768e+18,"#Mendoza suma dos casos positivos de #Covid_19. Ambas son mujeres, una de 50 años de edad y oriunda de Perú. La segunda tiene 42 años con nexo epidemiológico por haber estado en contacto con viajeros de Brasil.  #Coronavirus  #cuarentena",#Mendoza suma dos casos positivos de#Covid_19.,3,mili_rivas,2020-03-30 17:37:47,1.0,"['#', 'Mendoza', 'suma', 'dos', 'casos', 'positivos', 'de', '#', 'Covid_19', '.']",10,0.0099869817495346,0.0679721906781196,0.92204087972641,NEU
52,52,52,1.2447557297283768e+18,"#Mendoza suma dos casos positivos de #Covid_19. Ambas son mujeres, una de 50 años de edad y oriunda de Perú. La segunda tiene 42 años con nexo epidemiológico por haber estado en contacto con viajeros de Brasil.  #Coronavirus  #cuarentena","Ambas son mujeres, una de 50 años de edad y oriunda de Perú.",3,mili_rivas,2020-03-30 17:37:47,1.0,"['Ambas', 'son', 'mujeres', ',', 'una', 'de', '50', 'años', 'de', 'edad', 'y', 'oriunda', 'de', 'Perú', '.']",15,0.0099869817495346,0.0679721906781196,0.92204087972641,NEU
53,53,53,1.2447557297283768e+18,"#Mendoza suma dos casos positivos de #Covid_19. Ambas son mujeres, una de 50 años de edad y oriunda de Perú. La segunda tiene 42 años con nexo epidemiológico por haber estado en contacto con viajeros de Brasil.  #Coronavirus  #cuarentena",La segunda tiene 42 años con nexo epidemiológico por haber estado en contacto con viajeros de Brasil#Coronavirus#cuarentena,3,mili_rivas,2020-03-30 17:37:47,1.0,"['La', 'segunda', 'tiene', '42', 'años', 'con', 'nexo', 'epidemiológico', 'por', 'haber', 'estado', 'en', 'contacto', 'con', 'viajeros', 'de', 'Brasil', '#', 'Coronavirus', '#', 'cuarentena']",21,0.0099869817495346,0.0679721906781196,0.92204087972641,NEU
54,54,54,1.2447538961967675e+18,"El @Minsa_Peru informa que hasta la fecha, el #Covid_19 ha provocado  la muerte de 24 personas... 24 familias que ni siquiera han podido despedirse de sus seres queridos. Por favor #QuedateEnCasa Estamos en el #Dia15 de este #EstadoDeEmergencia. Seamos conscientes.  https://t.co/hFcBwni9G5","El@Minsa_Peru informa que hasta la fecha, el#Covid_19 ha provocado la muerte de 24 personas... 24 familias que ni siquiera han podido despedirse de sus seres queridos.",4,pattyulloque,2020-03-30 17:30:29,30.0,"['El', '@', 'Minsa_Peru', 'informa', 'que', 'hasta', 'la', 'fecha', ',', 'el', '#', 'Covid_19', 'ha', 'provocado', 'la', 'muerte', 'de', '24', 'personas', '...', '24', 'familias', 'que', 'ni', 'siquiera', 'han', 'podido', 'despedirse', 'de', 'sus', 'seres', 'queridos', '.']",33,0.0006965670036152,0.993126392364502,0.0061769383028149,NEG
55,55,55,1.2447538961967675e+18,"El @Minsa_Peru informa que hasta la fecha, el #Covid_19 ha provocado  la muerte de 24 personas... 24 familias que ni siquiera han podido despedirse de sus seres queridos. Por favor #QuedateEnCasa Estamos en el #Dia15 de este #EstadoDeEmergencia. Seamos conscientes.  https://t.co/hFcBwni9G5",Por favor#QuedateEnCasa Estamos en el#Dia15 de este#EstadoDeEmergencia.,4,pattyulloque,2020-03-30 17:30:29,30.0,"['Por', 'favor', '#', 'QuedateEnCasa', 'Estamos', 'en', 'el', '#', 'Dia15', 'de', 'este', '#', 'EstadoDeEmergencia', '.']",14,0.0006965670036152,0.993126392364502,0.0061769383028149,NEG
66,66,66,1.2447442383334564e+18,"Un avión de la Fuerza Aérea rescató a una mexicana aislada por COVID-19 en Cusco, Perú. La mujer ya se encuentra en camino al país junto con las cenizas de su esposo, quien falleció por la misma enfermedad#LasNoticiasDeForo  https://t.co/qA9yMjyeHG","Un avión de la Fuerza Aérea rescató a una mexicana aislada por COVID-19 en Cusco, Perú.",2,Foro_TV,2020-03-30 16:52:07,51.0,"['Un', 'avión', 'de', 'la', 'Fuerza', 'Aérea', 'rescató', 'a', 'una', 'mexicana', 'aislada', 'por', 'COVID-19', 'en', 'Cusco', ',', 'Perú', '.']",18,0.0147382356226444,0.0743693560361862,0.9108924269676208,NEU
70,70,70,1.2447421599302164e+18,Propongo un tema de tesis para Comunicación Social:  Evolución de los discursos de Martín Vizcarra durante el Estado de Emergencia en el Perú por el Covid-19.,Propongo un tema de tesis para Comunicación Social: Evolución de los discursos de Martín Vizcarra durante el Estado de Emergencia en el Perú por el Covid-19.,1,Steveromal,2020-03-30 16:43:51,6.0,"['Propongo', 'un', 'tema', 'de', 'tesis', 'para', 'Comunicación', 'Social', ':', 'Evolución', 'de', 'los', 'discursos', 'de', 'Martín', 'Vizcarra', 'durante', 'el', 'Estado', 'de', 'Emergencia', 'en', 'el', 'Perú', 'por', 'el', 'Covid-19', '.']",28,0.0037374950479716,0.0134723931550979,0.9827901124954224,NEU
71,71,71,1.2447411354713457e+18,"Abro hilo para decir #LoQueMásLamento del #Covid_19   #loquemáslamento es que no podré viajar al extranjero por un largo tiempo. No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil. Qué lamentas más?  #QuedateEnCasaYa #FelizLunes #ToqueDeQueda",Abro hilo para decir#LoQueMásLamento del#Covid_19#loquemáslamento es que no podré viajar al extranjero por un largo tiempo.,3,naibafnaibaf,2020-03-30 16:39:47,4.0,"['Abro', 'hilo', 'para', 'decir', '#', 'LoQueMásLamento', 'del', '#', 'Covid_19', '#', 'loquemáslamento', 'es', 'que', 'no', 'podré', 'viajar', 'al', 'extranjero', 'por', 'un', 'largo', 'tiempo', '.']",23,0.0007018362521193,0.9866449236869812,0.0126533154398202,NEG
72,72,72,1.2447411354713457e+18,"Abro hilo para decir #LoQueMásLamento del #Covid_19   #loquemáslamento es que no podré viajar al extranjero por un largo tiempo. No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil. Qué lamentas más?  #QuedateEnCasaYa #FelizLunes #ToqueDeQueda","No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil.",3,naibafnaibaf,2020-03-30 16:39:47,4.0,"['No', 'quiero', 'ir', 'tan', 'lejos', ',', 'hablo', 'del', 'norte', 'de', 'Perú', ',', 'la', 'selva', 'de', 'Bolivia', ',', 'Argentina', 'y', 'Brasil', '.']",21,0.0007018362521193,0.9866449236869812,0.0126533154398202,NEG
73,73,73,1.2447411354713457e+18,"Abro hilo para decir #LoQueMásLamento del #Covid_19   #loquemáslamento es que no podré viajar al extranjero por un largo tiempo. No quiero ir tan lejos, hablo del norte de Perú, la selva de Bolivia, Argentina y Brasil. Qué lamentas más?  #QuedateEnCasaYa #FelizLunes #ToqueDeQueda",Qué lamentas más?#QuedateEnCasaYa#FelizLunes#ToqueDeQueda,3,naibafnaibaf,2020-03-30 16:39:47,4.0,"['Qué', 'lamentas', 'más', '?', '#', 'QuedateEnCasaYa', '#', 'FelizLunes', '#', 'ToqueDeQueda']",10,0.0007018362521193,0.9866449236869812,0.0126533154398202,NEG
84,84,84,1.255644924545991e+18,"Covid 19 en Plaza ve de Villa el Salvasor,los jefes no quieren informar quien se a contagiado segun indican por protocolo, yo lo llamo irresposabilidad, los empleados son padres y madres y estan trabajando con miedo.@Minsa_Peru @atv_noticias  #Covid_19 @plazavea @MartinVizcarraC","Covid 19 en Plaza ve de Villa el Salvasor,los jefes no quieren informar quien se a contagiado segun indican por protocolo, yo lo llamo irresposabilidad, los empleados son padres y madres y estan trabajando con miedo.",2,LoliNelson,2020-04-29 18:47:33,2.0,"['Covid', '19', 'en', 'Plaza', 've', 'de', 'Villa', 'el', 'Salvasor', ',', 'los', 'jefes', 'no', 'quieren', 'informar', 'quien', 'se', 'a', 'contagiado', 'segun', 'indican', 'por', 'protocolo', ',', 'yo', 'lo', 'llamo', 'irresposabilidad', ',', 'los', 'empleados', 'son', 'padres', 'y', 'madres', 'y', 'estan', 'trabajando', 'con', 'miedo', '.']",41,0.0004337032441981,0.9889679551124572,0.010598300024867,NEG
85,85,85,1.255644924545991e+18,"Covid 19 en Plaza ve de Villa el Salvasor,los jefes no quieren informar quien se a contagiado segun indican por protocolo, yo lo llamo irresposabilidad, los empleados son padres y madres y estan trabajando con miedo.@Minsa_Peru @atv_noticias  #Covid_19 @plazavea @MartinVizcarraC",@Minsa_Peru@atv_noticias#Covid_19@plazavea@MartinVizcarraC,2,LoliNelson,2020-04-29 18:47:33,2.0,"['@', 'Minsa_Peru', '@', 'atv_noticias', '#', 'Covid_19', '@', 'plazavea', '@', 'MartinVizcarraC']",10,0.0004337032441981,0.9889679551124572,0.010598300024867,NEG
86,86,86,1.2556437794884155e+18,"Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19. 60 camas libres con oxigeno pero no tienen personal. Urge atender esto. @Minsa_Peru @victorzamora","Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19.",3,monvalpa,2020-04-29 18:43:00,10.0,"['Este', 'es', 'un', 'dramático', 'llamado', 'del', 'Jefe', 'del', 'Cuerpo', 'Médico', 'del', 'Hospital', 'Regional', 'de', 'Lambayeque', ',', 'una', 'de', 'las', 'regiones', 'más', 'golpeada', 'por', 'el', 'Covid-19', '.']",26,0.0004955022595822,0.9919666647911072,0.0075378166511654,NEG
87,87,87,1.2556437794884155e+18,"Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19. 60 camas libres con oxigeno pero no tienen personal. Urge atender esto. @Minsa_Peru @victorzamora",60 camas libres con oxigeno pero no tienen personal.,3,monvalpa,2020-04-29 18:43:00,10.0,"['60', 'camas', 'libres', 'con', 'oxigeno', 'pero', 'no', 'tienen', 'personal', '.']",10,0.0004955022595822,0.9919666647911072,0.0075378166511654,NEG
88,88,88,1.2556437794884155e+18,"Este es un dramático llamado del Jefe del Cuerpo Médico del Hospital Regional de Lambayeque, una de las regiones más golpeada por el Covid-19. 60 camas libres con oxigeno pero no tienen personal. Urge atender esto. @Minsa_Peru @victorzamora",Urge atender esto@Minsa_Peru@victorzamora,3,monvalpa,2020-04-29 18:43:00,10.0,"['Urge', 'atender', 'esto', '@', 'Minsa_Peru', '@', 'victorzamora']",7,0.0004955022595822,0.9919666647911072,0.0075378166511654,NEG
95,95,95,1.255641133700563e+18,Es en serio Coronavirus en Perú: Michelle Alexander alista serie sobre el Covid-19 PURA PORQUERIA,Es en serio Coronavirus en Perú: Michelle Alexander alista serie sobre el Covid-19 PURA PORQUERIA,1,PaolaFl06321064,2020-04-29 18:32:29,1.0,"['Es', 'en', 'serio', 'Coronavirus', 'en', 'Perú', ':', 'Michelle', 'Alexander', 'alista', 'serie', 'sobre', 'el', 'Covid-19', 'PURA', 'PORQUERIA']",16,0.001132940989919,0.9301051497459412,0.0687619373202323,NEG
96,96,96,1.2556409066208993e+18,"🔵🔴 #ENVIVO. Ciro Maguiña, vicedecano del Colegio Médico del Perú, nos acompañará a partir de las 6:30 pm en Exitosa, para informarnos sobre los medicamentos que se están usando para enfrentar la covid-19. 📻 #RadioExitosa: 95.5 FM 📺 #ExitosaTV: 6.1 señal digital abierta  https://t.co/JPHUgKX7IC",🔵🔴#ENVIVO.,3,exitosape,2020-04-29 18:31:35,18.0,"['🔵🔴', '#', 'ENVIVO', '.']",4,0.0252414885908365,0.0084029510617256,0.966355562210083,NEU
97,97,97,1.2556409066208993e+18,"🔵🔴 #ENVIVO. Ciro Maguiña, vicedecano del Colegio Médico del Perú, nos acompañará a partir de las 6:30 pm en Exitosa, para informarnos sobre los medicamentos que se están usando para enfrentar la covid-19. 📻 #RadioExitosa: 95.5 FM 📺 #ExitosaTV: 6.1 señal digital abierta  https://t.co/JPHUgKX7IC","Ciro Maguiña, vicedecano del Colegio Médico del Perú, nos acompañará a partir de las 6:30 pm en Exitosa, para informarnos sobre los medicamentos que se están usando para enfrentar la covid-19.",3,exitosape,2020-04-29 18:31:35,18.0,"['Ciro', 'Maguiña', ',', 'vicedecano', 'del', 'Colegio', 'Médico', 'del', 'Perú', ',', 'nos', 'acompañará', 'a', 'partir', 'de', 'las', '6:30', 'pm', 'en', 'Exitosa', ',', 'para', 'informarnos', 'sobre', 'los', 'medicamentos', 'que', 'se', 'están', 'usando', 'para', 'enfrentar', 'la', 'covid-19', '.']",35,0.0252414885908365,0.0084029510617256,0.966355562210083,NEU
